timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T00:30:00Z,30.75,21.9,22.45,1.18
2026-06-01T00:30:30Z,28.65,53.6,14.32,0.0
2026-06-01T00:31:00Z,25.26,20.0,15.9,0.0
2026-06-01T00:31:30Z,39.54,38.3,18.41,0.05
2026-06-01T00:32:00Z,25.95,31.0,32.37,0.0
2026-06-01T00:32:30Z,33.48,20.0,21.32,0.0
2026-06-01T00:33:00Z,37.22,20.0,29.45,0.37
2026-06-01T00:33:30Z,35.87,20.0,3.84,0.59
2026-06-01T00:34:00Z,19.82,32.5,14.53,0.0
2026-06-01T00:34:30Z,25.99,38.5,13.53,0.0
2026-06-01T00:35:00Z,25.4,29.0,10.2,0.0
2026-06-01T00:35:30Z,26.63,20.0,15.36,0.0
2026-06-01T00:36:00Z,25.26,69.3,27.96,1.5
2026-06-01T00:36:30Z,28.54,30.7,2.0,0.8
2026-06-01T00:37:00Z,23.07,20.0,30.44,0.0
2026-06-01T00:37:30Z,31.47,41.5,16.8,0.0
2026-06-01T00:38:00Z,24.32,20.0,25.37,0.0
2026-06-01T00:38:30Z,35.38,36.6,20.96,0.93
2026-06-01T00:39:00Z,33.95,47.5,11.39,0.0
2026-06-01T00:39:30Z,29.0,47.7,18.83,0.0
2026-06-01T00:40:00Z,32.67,37.7,25.64,0.0
2026-06-01T00:40:30Z,32.19,73.3,19.83,0.56
2026-06-01T00:41:00Z,33.86,34.4,3.47,0.81
2026-06-01T00:41:30Z,31.39,49.1,2.0,0.0
2026-06-01T00:42:00Z,28.37,36.4,28.26,0.0
2026-06-01T00:42:30Z,24.07,26.2,19.21,0.04
2026-06-01T00:43:00Z,37.49,20.0,16.36,0.0
2026-06-01T00:43:30Z,28.68,20.0,12.39,0.0
2026-06-01T00:44:00Z,30.98,38.9,20.28,0.43
2026-06-01T00:44:30Z,30.43,51.5,18.51,0.07
2026-06-01T00:45:00Z,29.12,63.9,26.22,0.32
2026-06-01T00:45:30Z,30.06,35.4,14.42,0.0
2026-06-01T00:46:00Z,30.11,48.7,16.94,0.0
2026-06-01T00:46:30Z,29.5,54.6,20.55,0.0
2026-06-01T00:47:00Z,27.93,42.1,20.85,0.1
2026-06-01T00:47:30Z,27.19,64.5,22.83,0.0
2026-06-01T00:48:00Z,29.21,38.6,27.05,0.21
2026-06-01T00:48:30Z,31.44,40.5,5.85,1.5
2026-06-01T00:49:00Z,23.58,44.8,15.54,0.15
2026-06-01T00:49:30Z,32.28,69.2,5.14,1.5
2026-06-01T00:50:00Z,27.49,20.0,24.05,0.07
2026-06-01T00:50:30Z,26.45,20.0,19.35,0.0
2026-06-01T00:51:00Z,32.85,20.0,2.0,0.0
2026-06-01T00:51:30Z,26.95,23.2,18.72,0.0
2026-06-01T00:52:00Z,42.01,20.0,12.37,0.85
2026-06-01T00:52:30Z,29.35,41.4,15.2,0.0
2026-06-01T00:53:00Z,25.58,40.9,17.77,0.9
2026-06-01T00:53:30Z,27.04,44.1,15.72,0.34
2026-06-01T00:54:00Z,30.93,31.2,27.15,0.0
2026-06-01T00:54:30Z,24.3,51.7,5.8,0.0
2026-06-01T00:55:00Z,30.92,33.0,20.97,0.0
2026-06-01T00:55:30Z,27.52,47.0,12.42,1.19
2026-06-01T00:56:00Z,33.51,35.3,20.24,1.26
2026-06-01T00:56:30Z,30.65,37.4,22.15,0.0
2026-06-01T00:57:00Z,26.32,68.2,12.7,0.0
2026-06-01T00:57:30Z,28.51,46.2,20.38,0.72
2026-06-01T00:58:00Z,27.27,42.4,33.83,0.0
2026-06-01T00:58:30Z,25.52,21.9,11.61,0.05
2026-06-01T00:59:00Z,35.12,36.4,16.03,0.0
2026-06-01T00:59:30Z,24.86,52.3,24.93,0.43
2026-06-01T01:00:00Z,31.28,48.8,17.6,1.5
2026-06-01T01:00:30Z,23.58,40.2,36.3,0.0
2026-06-01T01:01:00Z,29.76,38.7,12.53,0.03
2026-06-01T01:01:30Z,26.54,58.5,23.59,1.19
2026-06-01T01:02:00Z,34.2,20.0,9.57,0.0
2026-06-01T01:02:30Z,19.41,49.4,11.84,0.0
2026-06-01T01:03:00Z,26.71,31.2,18.77,0.0
2026-06-01T01:03:30Z,35.13,44.1,13.54,0.0
2026-06-01T01:04:00Z,31.23,42.7,9.16,0.7
2026-06-01T01:04:30Z,31.44,20.0,19.61,0.0
2026-06-01T01:05:00Z,29.93,46.5,17.31,0.0
2026-06-01T01:05:30Z,20.75,46.7,17.95,0.0
2026-06-01T01:06:00Z,33.22,32.6,14.07,0.0
2026-06-01T01:06:30Z,24.44,42.0,19.8,0.37
2026-06-01T01:07:00Z,35.24,43.0,20.43,0.0
2026-06-01T01:07:30Z,31.74,47.3,20.48,0.0
2026-06-01T01:08:00Z,27.43,20.0,13.39,0.0
2026-06-01T01:08:30Z,22.21,54.0,24.72,0.43
2026-06-01T01:09:00Z,26.43,28.9,11.27,0.24
2026-06-01T01:09:30Z,23.47,54.5,22.11,0.0
2026-06-01T01:10:00Z,34.7,24.9,17.04,0.0
2026-06-01T01:10:30Z,36.17,40.2,23.52,0.17
2026-06-01T01:11:00Z,32.15,60.3,24.35,0.15
2026-06-01T01:11:30Z,34.19,36.2,28.65,0.0
2026-06-01T01:12:00Z,23.68,20.0,21.64,0.0
2026-06-01T01:12:30Z,30.7,86.2,26.8,0.0
2026-06-01T01:13:00Z,26.75,20.0,20.84,0.0
2026-06-01T01:13:30Z,24.99,20.0,14.78,0.0
2026-06-01T01:14:00Z,28.2,47.6,27.27,0.22
2026-06-01T01:14:30Z,31.66,54.5,20.94,0.08
2026-06-01T01:15:00Z,32.14,20.0,15.68,0.95
2026-06-01T01:15:30Z,26.08,27.6,17.68,1.12
2026-06-01T01:16:00Z,23.0,20.0,23.79,0.0
2026-06-01T01:16:30Z,35.27,51.0,10.76,0.38
2026-06-01T01:17:00Z,22.5,20.0,18.99,0.0
2026-06-01T01:17:30Z,29.63,20.0,19.55,0.0
2026-06-01T01:18:00Z,31.7,28.2,11.44,0.0
2026-06-01T01:18:30Z,20.52,43.3,29.1,0.0
2026-06-01T01:19:00Z,29.02,20.0,22.07,0.0
2026-06-01T01:19:30Z,28.39,35.0,14.45,0.0
2026-06-01T01:20:00Z,24.59,20.0,13.84,0.0
2026-06-01T01:20:30Z,34.34,27.3,15.25,0.55
2026-06-01T01:21:00Z,26.15,25.4,23.96,0.29
2026-06-01T01:21:30Z,29.85,33.9,17.61,0.13
2026-06-01T01:22:00Z,24.39,28.0,11.1,0.66
2026-06-01T01:22:30Z,24.54,52.4,15.32,0.84
2026-06-01T01:23:00Z,27.4,20.0,28.17,0.0
2026-06-01T01:23:30Z,38.12,20.0,20.18,1.3
2026-06-01T01:24:00Z,26.53,41.0,2.0,0.0
2026-06-01T01:24:30Z,33.81,38.7,16.63,0.26
2026-06-01T01:25:00Z,24.53,20.0,17.54,0.57
2026-06-01T01:25:30Z,24.36,40.3,17.86,0.26
2026-06-01T01:26:00Z,19.1,40.8,13.06,0.68
2026-06-01T01:26:30Z,29.86,29.2,13.97,0.0
2026-06-01T01:27:00Z,24.46,29.2,14.04,1.5
2026-06-01T01:27:30Z,29.72,39.1,30.54,0.29
2026-06-01T01:28:00Z,31.83,21.9,21.58,1.23
2026-06-01T01:28:30Z,33.19,21.1,2.0,0.0
2026-06-01T01:29:00Z,33.61,40.3,18.39,0.97
2026-06-01T01:29:30Z,15.77,22.4,17.93,0.0
2026-06-01T01:30:00Z,25.18,20.0,17.35,0.0
2026-06-01T01:30:30Z,24.72,20.0,26.39,0.0
2026-06-01T01:31:00Z,22.03,20.0,15.32,0.0
2026-06-01T01:31:30Z,26.56,47.8,19.45,0.0
2026-06-01T01:32:00Z,30.41,53.5,19.33,0.0
2026-06-01T01:32:30Z,18.82,42.7,26.69,1.28
2026-06-01T01:33:00Z,32.24,55.3,21.2,1.22
2026-06-01T01:33:30Z,29.45,20.0,19.21,0.0
2026-06-01T01:34:00Z,31.04,25.9,22.38,0.03
2026-06-01T01:34:30Z,22.96,35.3,23.67,0.15
2026-06-01T01:35:00Z,27.86,47.4,33.27,1.43
2026-06-01T01:35:30Z,29.87,33.9,16.0,0.0
2026-06-01T01:36:00Z,26.92,20.0,6.31,0.43
2026-06-01T01:36:30Z,28.37,63.8,25.97,0.58
2026-06-01T01:37:00Z,22.34,25.8,19.82,1.06
2026-06-01T01:37:30Z,31.99,62.9,22.7,1.18
2026-06-01T01:38:00Z,28.8,54.2,6.31,0.19
2026-06-01T01:38:30Z,23.77,33.6,22.57,0.26
2026-06-01T01:39:00Z,27.89,22.7,27.22,0.0
2026-06-01T01:39:30Z,22.64,20.0,16.47,0.5
2026-06-01T01:40:00Z,22.13,54.3,9.79,0.0
2026-06-01T01:40:30Z,23.78,30.5,24.98,0.0
2026-06-01T01:41:00Z,33.82,28.0,26.62,0.0
2026-06-01T01:41:30Z,28.39,40.5,14.69,0.31
2026-06-01T01:42:00Z,26.75,67.2,17.74,1.08
2026-06-01T01:42:30Z,25.18,39.9,19.47,0.25
2026-06-01T01:43:00Z,25.7,48.6,10.2,0.0
2026-06-01T01:43:30Z,25.04,20.0,12.71,1.39
2026-06-01T01:44:00Z,25.62,30.1,16.42,0.72
2026-06-01T01:44:30Z,29.07,30.5,7.02,0.16
2026-06-01T01:45:00Z,29.68,34.1,22.3,0.67
2026-06-01T01:45:30Z,29.44,20.0,9.21,0.0
2026-06-01T01:46:00Z,26.85,50.6,17.71,0.0
2026-06-01T01:46:30Z,24.29,47.6,23.95,0.15
2026-06-01T01:47:00Z,32.47,47.8,19.99,0.68
2026-06-01T01:47:30Z,28.7,22.7,24.67,0.0
2026-06-01T01:48:00Z,28.65,28.3,5.04,1.23
2026-06-01T01:48:30Z,27.91,44.4,12.17,0.0
2026-06-01T01:49:00Z,27.86,62.9,20.16,0.0
2026-06-01T01:49:30Z,25.93,58.3,22.46,0.0
2026-06-01T01:50:00Z,32.23,20.0,14.13,0.0
2026-06-01T01:50:30Z,24.52,47.7,20.54,0.0
2026-06-01T01:51:00Z,19.26,43.6,13.84,0.03
2026-06-01T01:51:30Z,31.21,30.1,20.11,0.0
2026-06-01T01:52:00Z,23.9,42.4,11.59,0.0
2026-06-01T01:52:30Z,22.5,31.6,20.36,0.3
2026-06-01T01:53:00Z,31.28,36.6,16.12,0.43
2026-06-01T01:53:30Z,26.87,20.0,15.91,0.0
2026-06-01T01:54:00Z,33.11,34.8,13.03,0.0
2026-06-01T01:54:30Z,31.32,40.9,29.53,0.62
2026-06-01T01:55:00Z,25.6,57.7,12.11,0.51
2026-06-01T01:55:30Z,24.15,20.0,16.23,0.0
2026-06-01T01:56:00Z,32.24,37.1,22.95,0.63
2026-06-01T01:56:30Z,27.42,30.1,34.97,0.85
2026-06-01T01:57:00Z,27.14,55.2,11.91,1.5
2026-06-01T01:57:30Z,28.45,39.4,18.76,0.0
2026-06-01T01:58:00Z,24.76,61.2,7.33,0.0
2026-06-01T01:58:30Z,31.8,37.2,23.69,0.76
2026-06-01T01:59:00Z,27.01,50.4,31.36,0.69
2026-06-01T01:59:30Z,30.81,51.6,25.05,0.0
2026-06-01T02:00:00Z,27.35,45.0,17.69,0.0
2026-06-01T02:00:30Z,22.02,50.0,16.16,0.0
2026-06-01T02:01:00Z,24.61,42.3,26.45,0.0
2026-06-01T02:01:30Z,22.2,31.5,17.8,0.41
2026-06-01T02:02:00Z,24.8,20.0,23.84,0.0
2026-06-01T02:02:30Z,18.28,47.2,15.2,0.14
2026-06-01T02:03:00Z,19.5,51.5,13.66,0.0
2026-06-01T02:03:30Z,25.63,20.0,25.11,0.0
2026-06-01T02:04:00Z,21.96,20.0,14.83,0.82
2026-06-01T02:04:30Z,29.2,35.8,18.77,0.0
2026-06-01T02:05:00Z,22.12,20.0,10.84,0.46
2026-06-01T02:05:30Z,25.42,71.7,5.19,1.12
2026-06-01T02:06:00Z,18.47,51.8,14.28,0.0
2026-06-01T02:06:30Z,29.91,20.0,8.97,0.92
2026-06-01T02:07:00Z,23.71,42.7,9.0,1.5
2026-06-01T02:07:30Z,21.77,96.0,28.6,0.0
2026-06-01T02:08:00Z,26.04,20.0,13.18,0.0
2026-06-01T02:08:30Z,23.76,68.8,24.29,0.02
2026-06-01T02:09:00Z,37.71,20.0,22.69,1.5
2026-06-01T02:09:30Z,27.33,20.0,15.38,0.08
2026-06-01T02:10:00Z,32.65,38.1,12.77,1.41
2026-06-01T02:10:30Z,23.15,36.9,15.39,0.0
2026-06-01T02:11:00Z,28.83,55.5,19.44,0.0
2026-06-01T02:11:30Z,23.09,23.1,2.0,1.14
2026-06-01T02:12:00Z,20.9,21.5,38.7,1.5
2026-06-01T02:12:30Z,29.6,20.0,13.98,0.0
2026-06-01T02:13:00Z,27.92,44.4,10.13,1.47
2026-06-01T02:13:30Z,26.82,20.0,4.25,0.0
2026-06-01T02:14:00Z,27.14,31.8,21.5,0.5
2026-06-01T02:14:30Z,24.47,20.0,23.31,0.07
2026-06-01T02:15:00Z,28.67,56.6,12.49,0.0
2026-06-01T02:15:30Z,25.14,20.0,7.32,0.0
2026-06-01T02:16:00Z,26.96,20.0,11.14,0.68
2026-06-01T02:16:30Z,26.7,50.1,15.45,0.0
2026-06-01T02:17:00Z,17.83,30.4,17.83,0.05
2026-06-01T02:17:30Z,29.0,20.0,10.79,0.54
2026-06-01T02:18:00Z,29.5,20.0,11.57,0.0
2026-06-01T02:18:30Z,28.34,44.8,15.7,0.46
2026-06-01T02:19:00Z,25.56,20.0,11.96,0.0
2026-06-01T02:19:30Z,27.2,28.8,22.84,1.5
2026-06-01T02:20:00Z,24.98,58.6,20.52,0.75
2026-06-01T02:20:30Z,36.04,20.0,25.67,0.0
2026-06-01T02:21:00Z,27.45,20.0,25.23,0.22
2026-06-01T02:21:30Z,21.77,30.4,15.61,0.0
2026-06-01T02:22:00Z,20.79,20.0,8.65,0.0
2026-06-01T02:22:30Z,25.16,44.6,11.0,0.0
2026-06-01T02:23:00Z,17.77,20.0,15.5,0.0
2026-06-01T02:23:30Z,22.25,66.0,21.67,0.0
2026-06-01T02:24:00Z,25.58,57.9,35.04,0.0
2026-06-01T02:24:30Z,31.4,36.6,13.89,0.0
2026-06-01T02:25:00Z,19.61,65.6,9.29,0.19
2026-06-01T02:25:30Z,24.31,27.7,16.15,0.0
2026-06-01T02:26:00Z,21.83,52.5,16.83,0.0
2026-06-01T02:26:30Z,24.07,20.8,4.94,0.41
2026-06-01T02:27:00Z,24.04,62.4,10.84,0.3
2026-06-01T02:27:30Z,25.04,39.0,27.7,0.05
2026-06-01T02:28:00Z,28.72,42.3,23.66,0.0
2026-06-01T02:28:30Z,21.86,27.4,21.9,0.0
2026-06-01T02:29:00Z,20.53,27.9,18.01,1.43
2026-06-01T02:29:30Z,27.64,20.0,20.26,0.0
2026-06-01T02:30:00Z,20.36,55.7,16.46,1.47
2026-06-01T02:30:30Z,25.89,20.0,17.27,1.35
2026-06-01T02:31:00Z,25.22,21.6,11.9,0.0
2026-06-01T02:31:30Z,27.49,22.6,7.31,1.09
2026-06-01T02:32:00Z,21.06,33.6,17.13,0.0
2026-06-01T02:32:30Z,24.18,49.5,19.9,0.6
2026-06-01T02:33:00Z,22.36,52.1,10.95,0.0
2026-06-01T02:33:30Z,29.61,20.0,23.06,1.5
2026-06-01T02:34:00Z,26.44,23.8,20.86,0.0
2026-06-01T02:34:30Z,21.96,62.8,20.42,0.43
2026-06-01T02:35:00Z,17.92,20.0,20.59,0.94
2026-06-01T02:35:30Z,33.63,26.5,17.85,0.13
2026-06-01T02:36:00Z,20.88,20.4,29.65,0.0
2026-06-01T02:36:30Z,24.88,83.9,13.26,1.5
2026-06-01T02:37:00Z,17.52,26.5,27.74,0.0
2026-06-01T02:37:30Z,26.97,33.7,19.17,1.5
2026-06-01T02:38:00Z,18.7,20.0,14.74,0.0
2026-06-01T02:38:30Z,17.31,20.0,6.45,0.0
2026-06-01T02:39:00Z,24.91,34.3,11.22,0.13
2026-06-01T02:39:30Z,23.12,20.0,10.72,0.2
2026-06-01T02:40:00Z,21.7,46.0,19.12,0.0
2026-06-01T02:40:30Z,19.6,20.0,14.45,0.0
2026-06-01T02:41:00Z,30.01,20.0,27.4,0.0
2026-06-01T02:41:30Z,22.83,27.3,9.39,0.0
2026-06-01T02:42:00Z,16.21,43.5,16.82,0.53
2026-06-01T02:42:30Z,21.91,29.7,20.31,1.49
2026-06-01T02:43:00Z,28.26,80.9,18.61,0.0
2026-06-01T02:43:30Z,25.68,20.0,16.01,0.0
2026-06-01T02:44:00Z,22.25,34.4,17.35,0.0
2026-06-01T02:44:30Z,21.15,52.7,9.66,1.26
2026-06-01T02:45:00Z,16.4,78.6,13.81,0.0
2026-06-01T02:45:30Z,16.78,48.4,25.67,1.01
2026-06-01T02:46:00Z,26.09,39.2,14.17,1.5
2026-06-01T02:46:30Z,23.52,25.5,23.38,0.93
2026-06-01T02:47:00Z,25.66,20.0,16.46,0.0
2026-06-01T02:47:30Z,19.5,44.5,19.17,0.33
2026-06-01T02:48:00Z,26.97,63.8,11.57,0.44
2026-06-01T02:48:30Z,16.35,20.0,9.77,0.59
2026-06-01T02:49:00Z,28.82,53.1,37.65,0.33
2026-06-01T02:49:30Z,23.1,20.5,30.5,0.0
2026-06-01T02:50:00Z,25.31,49.8,22.69,0.49
2026-06-01T02:50:30Z,24.3,29.4,9.03,0.0
2026-06-01T02:51:00Z,17.35,20.0,26.51,0.0
2026-06-01T02:51:30Z,31.61,69.4,10.44,0.0
2026-06-01T02:52:00Z,27.8,24.7,9.78,0.18
2026-06-01T02:52:30Z,24.75,54.0,23.41,0.0
2026-06-01T02:53:00Z,25.04,47.7,9.01,1.1
2026-06-01T02:53:30Z,26.7,71.6,22.59,0.82
2026-06-01T02:54:00Z,29.07,37.1,9.41,0.91
2026-06-01T02:54:30Z,26.69,21.9,17.45,0.0
2026-06-01T02:55:00Z,25.24,65.4,20.84,1.5
2026-06-01T02:55:30Z,28.75,21.7,25.36,0.15
2026-06-01T02:56:00Z,23.37,31.4,15.66,0.66
2026-06-01T02:56:30Z,19.88,20.0,15.95,0.89
2026-06-01T02:57:00Z,21.1,63.5,10.66,0.0
2026-06-01T02:57:30Z,25.85,24.4,17.23,0.67
2026-06-01T02:58:00Z,29.18,30.2,3.17,0.0
2026-06-01T02:58:30Z,22.95,27.1,20.27,0.63
2026-06-01T02:59:00Z,22.01,22.6,12.36,0.0
2026-06-01T02:59:30Z,23.32,20.0,15.25,0.63
2026-06-01T03:00:00Z,23.54,20.0,11.12,0.0
2026-06-01T03:00:30Z,26.42,20.0,16.43,0.13
2026-06-01T03:01:00Z,25.12,22.6,17.37,0.3
2026-06-01T03:01:30Z,24.11,55.5,25.86,0.29
2026-06-01T03:02:00Z,18.77,106.8,19.46,0.38
2026-06-01T03:02:30Z,28.09,102.7,17.81,1.89
2026-06-01T03:03:00Z,25.44,145.7,17.3,0.68
2026-06-01T03:03:30Z,25.78,115.8,5.69,0.68
2026-06-01T03:04:00Z,22.1,131.9,20.44,1.5
2026-06-01T03:04:30Z,22.41,203.0,22.39,1.44
2026-06-01T03:05:00Z,24.2,217.2,29.41,0.92
2026-06-01T03:05:30Z,24.86,146.1,15.91,1.99
2026-06-01T03:06:00Z,22.22,179.5,22.3,2.14
2026-06-01T03:06:30Z,30.8,144.1,28.84,2.9
2026-06-01T03:07:00Z,20.5,204.6,30.23,2.44
2026-06-01T03:07:30Z,23.56,298.8,34.26,2.07
2026-06-01T03:08:00Z,22.67,279.4,45.92,3.8
2026-06-01T03:08:30Z,22.39,266.9,28.3,3.33
2026-06-01T03:09:00Z,20.22,349.6,33.29,2.75
2026-06-01T03:09:30Z,25.56,275.4,33.43,3.46
2026-06-01T03:10:00Z,29.2,376.7,34.88,4.57
2026-06-01T03:10:30Z,25.5,325.8,41.71,3.66
2026-06-01T03:11:00Z,20.73,382.3,37.14,4.07
2026-06-01T03:11:30Z,29.31,399.7,32.51,4.27
2026-06-01T03:12:00Z,22.6,376.4,36.5,2.78
2026-06-01T03:12:30Z,22.16,388.8,36.16,3.58
2026-06-01T03:13:00Z,26.65,301.1,33.36,4.84
2026-06-01T03:13:30Z,32.39,485.7,43.13,5.22
2026-06-01T03:14:00Z,24.01,388.4,34.52,2.66
2026-06-01T03:14:30Z,19.01,309.9,41.04,3.54
2026-06-01T03:15:00Z,36.4,491.5,31.55,3.23
2026-06-01T03:15:30Z,23.16,299.8,40.67,5.32
2026-06-01T03:16:00Z,25.79,321.2,40.71,5.18
2026-06-01T03:16:30Z,21.77,484.3,45.6,3.36
2026-06-01T03:17:00Z,21.35,449.0,53.34,3.34
2026-06-01T03:17:30Z,26.47,450.5,55.52,6.86
2026-06-01T03:18:00Z,31.06,635.2,35.36,6.47
2026-06-01T03:18:30Z,27.09,350.5,39.17,6.17
2026-06-01T03:19:00Z,19.89,632.7,45.26,5.22
2026-06-01T03:19:30Z,21.17,367.0,41.14,7.06
2026-06-01T03:20:00Z,28.26,369.5,51.95,5.51
2026-06-01T03:20:30Z,17.69,542.5,46.41,5.78
2026-06-01T03:21:00Z,23.9,552.8,60.06,6.87
2026-06-01T03:21:30Z,23.69,632.6,58.43,6.36
2026-06-01T03:22:00Z,26.63,521.0,49.1,5.57
2026-06-01T03:22:30Z,32.1,617.8,53.44,4.88
2026-06-01T03:23:00Z,21.1,666.4,49.66,7.88
2026-06-01T03:23:30Z,30.59,540.1,50.3,8.3
2026-06-01T03:24:00Z,21.72,454.1,52.97,6.28
2026-06-01T03:24:30Z,20.24,415.5,50.45,5.67
2026-06-01T03:25:00Z,25.92,837.3,61.21,6.74
2026-06-01T03:25:30Z,23.0,660.6,49.14,9.5
2026-06-01T03:26:00Z,23.26,493.5,72.69,7.61
2026-06-01T03:26:30Z,24.58,773.2,51.58,5.18
2026-06-01T03:27:00Z,26.67,912.3,56.44,9.67
2026-06-01T03:27:30Z,22.24,651.6,50.53,9.9
2026-06-01T03:28:00Z,20.73,641.5,60.5,7.0
2026-06-01T03:28:30Z,25.7,538.8,65.35,8.38
2026-06-01T03:29:00Z,15.29,533.3,61.53,7.88
2026-06-01T03:29:30Z,29.25,983.4,45.77,9.67
2026-06-01T03:30:00Z,20.59,863.4,61.8,8.74
2026-06-01T03:30:30Z,23.63,749.9,85.96,9.61
2026-06-01T03:31:00Z,25.97,933.2,57.36,6.9
2026-06-01T03:31:30Z,27.0,520.9,52.99,6.05
2026-06-01T03:32:00Z,21.54,701.5,58.18,7.56
2026-06-01T03:32:30Z,19.08,550.8,65.77,6.52
2026-06-01T03:33:00Z,18.81,637.5,63.61,8.93
2026-06-01T03:33:30Z,26.09,941.6,41.47,5.94
2026-06-01T03:34:00Z,28.81,952.0,81.84,5.56
2026-06-01T03:34:30Z,32.28,1051.8,56.33,10.41
2026-06-01T03:35:00Z,30.8,621.4,81.44,4.94
2026-06-01T03:35:30Z,25.39,669.0,65.09,7.71
2026-06-01T03:36:00Z,25.28,1012.3,64.83,7.88
2026-06-01T03:36:30Z,27.18,743.8,74.35,10.34
2026-06-01T03:37:00Z,17.62,655.1,56.66,7.46
2026-06-01T03:37:30Z,25.15,983.3,71.84,5.25
2026-06-01T03:38:00Z,27.57,827.0,46.56,7.53
2026-06-01T03:38:30Z,24.51,515.4,86.96,10.17
2026-06-01T03:39:00Z,25.59,725.3,61.87,8.74
2026-06-01T03:39:30Z,23.39,560.3,63.67,11.53
2026-06-01T03:40:00Z,25.97,928.2,74.3,5.43
2026-06-01T03:40:30Z,20.01,584.3,72.61,8.03
2026-06-01T03:41:00Z,28.12,803.2,63.0,12.09
2026-06-01T03:41:30Z,31.17,904.0,65.25,12.66
2026-06-01T03:42:00Z,27.64,669.4,77.3,10.1
2026-06-01T03:42:30Z,18.27,570.3,75.96,7.95
2026-06-01T03:43:00Z,16.7,867.3,74.68,12.36
2026-06-01T03:43:30Z,27.57,1059.6,69.05,11.66
