timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T00:27:00Z,19.67,62.6,0.68,0.04
2026-06-01T00:27:30Z,20.75,20.0,0.21,0.78
2026-06-01T00:28:00Z,21.64,56.0,0.7,0.97
2026-06-01T00:28:30Z,19.61,20.0,0.61,0.07
2026-06-01T00:29:00Z,29.05,49.4,0.74,0.65
2026-06-01T00:29:30Z,17.72,24.6,0.75,0.47
2026-06-01T00:30:00Z,23.78,85.2,0.38,0.26
2026-06-01T00:30:30Z,26.14,39.5,0.14,0.21
2026-06-01T00:31:00Z,27.04,36.1,0.79,0.92
2026-06-01T00:31:30Z,23.75,29.0,0.79,0.61
2026-06-01T00:32:00Z,24.08,52.8,0.28,0.44
2026-06-01T00:32:30Z,22.72,20.0,0.77,0.21
2026-06-01T00:33:00Z,24.74,50.1,0.18,0.31
2026-06-01T00:33:30Z,31.31,40.2,0.19,0.31
2026-06-01T00:34:00Z,21.05,20.5,0.25,0.63
2026-06-01T00:34:30Z,24.22,23.9,0.39,0.69
2026-06-01T00:35:00Z,18.33,45.4,0.27,0.35
2026-06-01T00:35:30Z,24.25,43.8,0.6,0.31
2026-06-01T00:36:00Z,27.01,20.0,0.59,0.54
2026-06-01T00:36:30Z,16.01,20.0,0.71,0.56
2026-06-01T00:37:00Z,14.08,46.4,0.79,0.31
2026-06-01T00:37:30Z,22.7,57.6,0.66,0.17
2026-06-01T00:38:00Z,13.22,45.9,0.45,0.14
2026-06-01T00:38:30Z,22.35,20.8,0.53,0.21
2026-06-01T00:39:00Z,20.53,56.1,0.21,0.11
2026-06-01T00:39:30Z,23.71,59.4,0.38,0.05
2026-06-01T00:40:00Z,23.38,40.2,0.02,0.82
2026-06-01T00:40:30Z,25.92,29.8,0.37,0.2
2026-06-01T00:41:00Z,15.59,94.6,0.66,0.33
2026-06-01T00:41:30Z,18.17,34.9,0.49,0.4
2026-06-01T00:42:00Z,15.91,22.2,0.07,0.84
2026-06-01T00:42:30Z,15.07,36.9,0.74,0.47
2026-06-01T00:43:00Z,16.13,37.3,0.14,0.95
2026-06-01T00:43:30Z,21.41,65.7,0.74,0.27
2026-06-01T00:44:00Z,19.18,29.9,0.27,0.24
2026-06-01T00:44:30Z,24.7,69.0,0.78,0.91
2026-06-01T00:45:00Z,23.82,30.3,0.67,0.28
2026-06-01T00:45:30Z,30.55,52.2,0.57,0.34
2026-06-01T00:46:00Z,19.62,21.8,0.33,0.01
2026-06-01T00:46:30Z,21.2,37.1,0.67,0.06
2026-06-01T00:47:00Z,28.75,43.0,0.79,0.66
2026-06-01T00:47:30Z,19.87,45.5,0.78,0.35
2026-06-01T00:48:00Z,24.53,22.1,0.6,0.06
2026-06-01T00:48:30Z,24.45,40.7,0.47,0.9
2026-06-01T00:49:00Z,18.72,33.6,0.23,0.65
2026-06-01T00:49:30Z,18.87,20.0,0.43,0.31
2026-06-01T00:50:00Z,22.71,53.5,0.5,0.92
2026-06-01T00:50:30Z,27.75,20.0,0.76,0.82
2026-06-01T00:51:00Z,20.52,53.7,0.04,0.26
2026-06-01T00:51:30Z,21.21,37.7,0.34,0.38
2026-06-01T00:52:00Z,23.16,53.2,0.19,0.29
2026-06-01T00:52:30Z,20.23,27.8,0.76,0.11
2026-06-01T00:53:00Z,23.25,49.1,0.29,0.41
2026-06-01T00:53:30Z,16.99,50.4,0.37,0.56
2026-06-01T00:54:00Z,21.98,34.1,0.02,0.76
2026-06-01T00:54:30Z,17.7,45.3,0.24,0.56
2026-06-01T00:55:00Z,13.79,46.7,0.04,0.92
2026-06-01T00:55:30Z,21.01,63.7,0.76,0.97
2026-06-01T00:56:00Z,20.89,60.5,0.8,0.63
2026-06-01T00:56:30Z,24.52,55.0,0.22,0.25
2026-06-01T00:57:00Z,21.64,45.8,0.59,0.12
2026-06-01T00:57:30Z,19.7,36.2,0.43,0.37
2026-06-01T00:58:00Z,21.66,22.2,0.66,0.98
2026-06-01T00:58:30Z,16.97,20.0,0.37,0.1
2026-06-01T00:59:00Z,18.36,44.1,0.68,0.32
2026-06-01T00:59:30Z,24.57,49.7,0.19,0.72
2026-06-01T01:00:00Z,26.68,32.4,0.28,0.44
2026-06-01T01:00:30Z,18.9,20.0,0.72,0.72
2026-06-01T01:01:00Z,24.9,20.0,0.67,0.3
2026-06-01T01:01:30Z,21.26,61.9,0.08,0.82
2026-06-01T01:02:00Z,26.26,47.8,0.09,0.05
2026-06-01T01:02:30Z,20.51,75.6,0.77,0.29
2026-06-01T01:03:00Z,17.16,29.3,0.15,0.26
2026-06-01T01:03:30Z,22.75,51.8,0.15,0.21
2026-06-01T01:04:00Z,21.76,54.5,0.31,0.86
2026-06-01T01:04:30Z,22.45,26.9,0.1,0.72
2026-06-01T01:05:00Z,22.68,74.5,0.5,0.94
2026-06-01T01:05:30Z,22.8,41.5,0.6,0.46
2026-06-01T01:06:00Z,21.3,32.1,0.12,0.95
2026-06-01T01:06:30Z,22.37,29.9,0.61,0.27
2026-06-01T01:07:00Z,21.06,38.2,0.41,0.56
2026-06-01T01:07:30Z,22.17,36.4,0.59,0.77
2026-06-01T01:08:00Z,14.63,73.1,0.12,0.17
2026-06-01T01:08:30Z,17.67,22.0,0.07,0.57
2026-06-01T01:09:00Z,22.84,47.7,0.27,0.05
2026-06-01T01:09:30Z,15.7,66.7,0.58,0.26
2026-06-01T01:10:00Z,19.83,20.0,0.63,0.76
2026-06-01T01:10:30Z,20.17,29.2,0.52,0.26
2026-06-01T01:11:00Z,24.2,52.2,0.64,0.22
2026-06-01T01:11:30Z,19.0,43.5,0.27,0.74
2026-06-01T01:12:00Z,23.71,41.0,0.31,0.88
2026-06-01T01:12:30Z,24.93,46.9,0.16,0.5
2026-06-01T01:13:00Z,21.21,20.0,0.76,0.14
2026-06-01T01:13:30Z,15.09,51.6,0.13,0.46
2026-06-01T01:14:00Z,24.44,27.3,0.77,0.43
2026-06-01T01:14:30Z,14.33,20.0,0.21,0.83
2026-06-01T01:15:00Z,22.81,49.5,0.7,0.46
2026-06-01T01:15:30Z,22.09,23.6,0.07,0.26
2026-06-01T01:16:00Z,26.91,33.8,0.6,0.63
2026-06-01T01:16:30Z,14.6,34.0,0.15,0.03
2026-06-01T01:17:00Z,24.93,23.1,0.08,0.59
2026-06-01T01:17:30Z,9.79,47.9,0.74,0.57
2026-06-01T01:18:00Z,26.4,22.0,0.13,0.02
2026-06-01T01:18:30Z,13.83,67.2,0.67,0.66
2026-06-01T01:19:00Z,15.08,47.8,0.1,0.61
2026-06-01T01:19:30Z,18.2,43.2,0.59,0.47
2026-06-01T01:20:00Z,16.65,74.0,0.08,0.58
2026-06-01T01:20:30Z,22.33,31.7,0.59,0.6
2026-06-01T01:21:00Z,23.23,41.0,0.61,0.61
2026-06-01T01:21:30Z,16.89,55.2,0.54,0.26
2026-06-01T01:22:00Z,23.02,35.9,0.24,0.97
2026-06-01T01:22:30Z,19.45,48.6,0.4,0.29
2026-06-01T01:23:00Z,23.97,48.1,0.53,0.71
2026-06-01T01:23:30Z,23.53,29.1,0.27,0.79
2026-06-01T01:24:00Z,22.58,50.5,0.16,0.52
2026-06-01T01:24:30Z,20.9,25.2,0.3,0.33
2026-06-01T01:25:00Z,23.57,56.7,0.3,0.44
2026-06-01T01:25:30Z,24.7,65.5,0.75,0.14
2026-06-01T01:26:00Z,20.36,39.3,0.75,0.18
2026-06-01T01:26:30Z,23.99,44.0,0.25,0.41
2026-06-01T01:27:00Z,18.74,63.5,0.74,0.51
2026-06-01T01:27:30Z,19.17,35.2,0.12,0.67
2026-06-01T01:28:00Z,25.25,79.7,0.48,0.54
2026-06-01T01:28:30Z,12.75,29.3,0.4,0.4
2026-06-01T01:29:00Z,15.58,20.0,0.49,0.93
2026-06-01T01:29:30Z,19.85,68.4,0.4,0.64
2026-06-01T01:30:00Z,21.61,40.7,0.32,0.25
2026-06-01T01:30:30Z,16.14,48.3,0.11,0.81
2026-06-01T01:31:00Z,19.42,20.0,0.78,0.72
2026-06-01T01:31:30Z,20.67,50.3,0.46,0.46
2026-06-01T01:32:00Z,17.17,62.0,0.26,0.65
2026-06-01T01:32:30Z,17.1,45.6,0.72,0.71
2026-06-01T01:33:00Z,13.98,20.0,0.52,0.61
2026-06-01T01:33:30Z,19.45,68.6,0.52,0.3
2026-06-01T01:34:00Z,15.83,36.1,0.03,0.98
2026-06-01T01:34:30Z,24.71,57.0,0.34,0.7
2026-06-01T01:35:00Z,11.42,41.5,0.63,0.11
2026-06-01T01:35:30Z,16.81,41.4,0.2,0.32
2026-06-01T01:36:00Z,21.79,52.6,0.71,0.97
2026-06-01T01:36:30Z,18.93,47.7,0.21,0.27
2026-06-01T01:37:00Z,12.23,24.9,0.64,0.07
2026-06-01T01:37:30Z,26.13,40.0,0.35,0.59
2026-06-01T01:38:00Z,25.89,49.7,0.53,0.85
2026-06-01T01:38:30Z,15.01,68.2,0.29,0.17
2026-06-01T01:39:00Z,20.5,46.7,0.09,0.94
2026-06-01T01:39:30Z,25.61,61.2,0.65,0.65
2026-06-01T01:40:00Z,19.19,34.2,0.16,0.77
2026-06-01T01:40:30Z,16.67,27.3,0.76,0.15
2026-06-01T01:41:00Z,16.89,32.0,0.02,0.63
2026-06-01T01:41:30Z,18.52,20.0,0.11,0.13
2026-06-01T01:42:00Z,23.39,20.0,0.16,0.69
2026-06-01T01:42:30Z,27.98,44.5,0.76,0.6
2026-06-01T01:43:00Z,22.49,65.4,0.42,0.85
2026-06-01T01:43:30Z,16.15,48.4,0.12,0.2
2026-06-01T01:44:00Z,23.25,45.4,0.16,0.04
2026-06-01T01:44:30Z,20.14,40.4,0.33,0.4
2026-06-01T01:45:00Z,21.56,20.0,0.43,0.01
2026-06-01T01:45:30Z,19.85,50.1,0.5,0.15
2026-06-01T01:46:00Z,19.06,26.1,0.11,0.55
2026-06-01T01:46:30Z,17.96,25.8,0.53,0.26
2026-06-01T01:47:00Z,13.19,20.0,0.39,0.97
2026-06-01T01:47:30Z,14.76,49.2,0.47,0.92
2026-06-01T01:48:00Z,18.94,48.1,0.58,0.45
2026-06-01T01:48:30Z,21.21,25.9,0.36,0.9
2026-06-01T01:49:00Z,22.92,54.1,0.37,0.78
2026-06-01T01:49:30Z,22.05,33.1,0.1,0.65
2026-06-01T01:50:00Z,23.18,38.0,0.38,0.29
2026-06-01T01:50:30Z,24.59,20.0,0.68,0.85
2026-06-01T01:51:00Z,11.14,63.6,0.43,0.86
2026-06-01T01:51:30Z,21.48,20.0,0.05,0.53
2026-06-01T01:52:00Z,12.15,64.5,0.33,0.02
2026-06-01T01:52:30Z,24.5,65.5,0.47,0.3
2026-06-01T01:53:00Z,13.06,20.0,0.23,0.16
2026-06-01T01:53:30Z,18.36,39.4,0.59,0.21
2026-06-01T01:54:00Z,18.88,65.8,0.15,0.91
2026-06-01T01:54:30Z,14.05,60.0,0.2,0.26
2026-06-01T01:55:00Z,16.9,53.0,0.14,0.13
2026-06-01T01:55:30Z,19.0,63.5,0.6,0.24
2026-06-01T01:56:00Z,15.71,20.0,0.53,0.64
2026-06-01T01:56:30Z,20.69,71.2,0.35,0.69
2026-06-01T01:57:00Z,20.54,55.8,0.37,0.48
2026-06-01T01:57:30Z,13.28,69.4,0.56,0.92
2026-06-01T01:58:00Z,28.67,50.2,0.02,0.66
2026-06-01T01:58:30Z,23.1,60.9,0.27,0.64
2026-06-01T01:59:00Z,19.57,34.0,0.72,0.49
2026-06-01T01:59:30Z,21.98,65.7,0.59,0.02
2026-06-01T02:00:00Z,22.58,78.2,0.42,0.83
2026-06-01T02:00:30Z,23.24,58.5,0.41,0.44
2026-06-01T02:01:00Z,8.53,20.0,0.65,0.87
2026-06-01T02:01:30Z,21.07,53.3,0.41,0.29
2026-06-01T02:02:00Z,19.77,20.7,0.73,0.27
2026-06-01T02:02:30Z,20.41,36.7,0.44,0.28
2026-06-01T02:03:00Z,22.19,38.8,0.1,0.9
2026-06-01T02:03:30Z,16.53,23.3,0.36,0.56
2026-06-01T02:04:00Z,17.65,39.7,0.21,0.83
2026-06-01T02:04:30Z,19.5,49.7,0.06,0.8
2026-06-01T02:05:00Z,14.19,45.1,0.79,0.18
2026-06-01T02:05:30Z,16.32,26.9,0.41,0.5
2026-06-01T02:06:00Z,20.71,38.4,0.79,0.73
2026-06-01T02:06:30Z,26.21,63.3,0.48,0.68
2026-06-01T02:07:00Z,22.43,27.3,0.37,0.85
2026-06-01T02:07:30Z,15.82,53.8,0.27,0.82
2026-06-01T02:08:00Z,24.37,53.6,0.07,0.13
2026-06-01T02:08:30Z,14.79,52.4,0.24,0.19
2026-06-01T02:09:00Z,20.98,65.9,0.72,0.09
2026-06-01T02:09:30Z,15.52,42.1,0.35,0.73
2026-06-01T02:10:00Z,19.46,75.7,0.74,0.31
2026-06-01T02:10:30Z,16.18,20.0,0.05,0.5
2026-06-01T02:11:00Z,16.36,59.5,0.08,0.86
2026-06-01T02:11:30Z,25.82,32.6,0.3,0.14
2026-06-01T02:12:00Z,13.52,38.5,0.27,0.72
2026-06-01T02:12:30Z,22.93,20.0,0.36,0.35
2026-06-01T02:13:00Z,18.63,60.1,0.5,0.28
2026-06-01T02:13:30Z,24.8,20.0,0.4,0.77
2026-06-01T02:14:00Z,20.33,39.3,0.28,0.35
2026-06-01T02:14:30Z,18.63,49.0,0.55,0.37
2026-06-01T02:15:00Z,27.1,68.2,0.27,0.96
2026-06-01T02:15:30Z,25.2,29.2,0.3,0.16
2026-06-01T02:16:00Z,18.57,44.7,0.28,0.28
2026-06-01T02:16:30Z,15.56,46.7,0.14,0.67
2026-06-01T02:17:00Z,17.93,43.8,0.26,0.99
2026-06-01T02:17:30Z,13.95,49.2,0.03,0.47
2026-06-01T02:18:00Z,13.58,38.0,0.03,0.2
2026-06-01T02:18:30Z,17.53,55.4,0.32,0.65
2026-06-01T02:19:00Z,21.9,25.4,0.45,0.07
2026-06-01T02:19:30Z,8.56,20.0,0.74,0.77
2026-06-01T02:20:00Z,22.8,28.6,0.64,0.63
2026-06-01T02:20:30Z,24.27,64.9,0.11,0.51
2026-06-01T02:21:00Z,25.19,20.0,0.33,0.4
2026-06-01T02:21:30Z,15.02,21.1,0.55,0.14
2026-06-01T02:22:00Z,15.17,38.0,0.33,0.29
2026-06-01T02:22:30Z,21.62,34.2,0.06,0.65
2026-06-01T02:23:00Z,20.21,36.2,0.28,0.25
2026-06-01T02:23:30Z,18.84,51.6,0.66,0.32
2026-06-01T02:24:00Z,20.56,33.3,0.33,0.11
2026-06-01T02:24:30Z,11.7,67.6,0.78,0.23
2026-06-01T02:25:00Z,18.82,40.8,0.78,0.38
2026-06-01T02:25:30Z,15.59,20.0,0.65,0.91
2026-06-01T02:26:00Z,12.67,63.3,0.54,0.47
2026-06-01T02:26:30Z,19.53,57.1,0.07,0.86
2026-06-01T02:27:00Z,19.56,55.7,0.59,0.16
2026-06-01T02:27:30Z,21.06,38.1,0.61,0.58
2026-06-01T02:28:00Z,13.69,91.2,0.14,0.39
2026-06-01T02:28:30Z,19.67,65.0,0.76,0.01
2026-06-01T02:29:00Z,19.35,42.9,0.01,0.95
2026-06-01T02:29:30Z,17.02,39.0,0.16,0.38
2026-06-01T02:30:00Z,23.7,46.0,0.12,0.06
2026-06-01T02:30:30Z,16.22,83.0,0.38,0.94
2026-06-01T02:31:00Z,22.09,30.5,0.58,0.11
2026-06-01T02:31:30Z,18.0,21.7,0.22,0.79
2026-06-01T02:32:00Z,22.53,28.7,0.04,0.43
2026-06-01T02:32:30Z,14.57,53.5,0.4,0.64
2026-06-01T02:33:00Z,20.41,38.0,0.27,0.29
2026-06-01T02:33:30Z,17.21,20.8,0.2,0.97
2026-06-01T02:34:00Z,18.49,21.2,0.32,0.76
2026-06-01T02:34:30Z,23.67,30.5,0.16,0.72
2026-06-01T02:35:00Z,19.33,61.8,0.26,0.63
2026-06-01T02:35:30Z,18.89,33.9,0.4,0.7
2026-06-01T02:36:00Z,21.04,92.2,0.23,0.32
2026-06-01T02:36:30Z,13.45,49.0,0.04,0.42
2026-06-01T02:37:00Z,19.88,38.1,0.72,0.9
2026-06-01T02:37:30Z,20.97,40.9,0.37,0.43
2026-06-01T02:38:00Z,22.89,32.8,0.14,0.44
2026-06-01T02:38:30Z,22.62,29.9,0.23,0.59
2026-06-01T02:39:00Z,14.43,54.9,0.36,0.39
2026-06-01T02:39:30Z,18.6,20.0,0.34,0.26
2026-06-01T02:40:00Z,20.43,20.0,0.41,0.56
2026-06-01T02:40:30Z,20.85,20.0,0.27,0.82
2026-06-01T02:41:00Z,28.4,34.1,0.74,0.13
2026-06-01T02:41:30Z,20.54,28.8,0.79,0.66
2026-06-01T02:42:00Z,17.37,44.6,0.49,0.89
2026-06-01T02:42:30Z,18.68,59.5,0.29,0.26
2026-06-01T02:43:00Z,23.04,52.9,0.66,0.72
2026-06-01T02:43:30Z,12.42,20.0,0.45,0.7
2026-06-01T02:44:00Z,18.6,58.4,0.28,0.88
2026-06-01T02:44:30Z,18.58,32.4,0.75,0.33
2026-06-01T02:45:00Z,13.62,21.0,0.04,0.7
2026-06-01T02:45:30Z,16.38,35.6,0.64,0.19
2026-06-01T02:46:00Z,21.86,64.4,0.19,0.26
2026-06-01T02:46:30Z,16.16,40.5,0.65,0.36
2026-06-01T02:47:00Z,22.45,37.7,0.66,0.54
2026-06-01T02:47:30Z,19.04,61.5,0.26,0.89
2026-06-01T02:48:00Z,16.89,98.9,0.37,0.34
2026-06-01T02:48:30Z,17.95,20.0,0.21,0.44
2026-06-01T02:49:00Z,20.07,36.3,0.18,0.56
2026-06-01T02:49:30Z,16.34,43.8,0.16,0.7
2026-06-01T02:50:00Z,16.24,31.1,0.45,0.2
2026-06-01T02:50:30Z,20.76,20.0,0.16,0.14
2026-06-01T02:51:00Z,22.83,50.7,0.58,0.74
2026-06-01T02:51:30Z,14.88,65.8,0.46,0.53
2026-06-01T02:52:00Z,26.77,77.3,0.06,0.89
2026-06-01T02:52:30Z,19.53,25.5,0.47,0.34
2026-06-01T02:53:00Z,13.65,51.2,0.53,0.62
2026-06-01T02:53:30Z,15.82,21.1,0.28,0.63
2026-06-01T02:54:00Z,12.54,36.7,0.75,0.98
2026-06-01T02:54:30Z,18.84,20.0,0.37,0.48
2026-06-01T02:55:00Z,17.84,22.8,0.2,0.24
2026-06-01T02:55:30Z,20.55,42.5,0.66,0.23
2026-06-01T02:56:00Z,21.64,42.5,0.5,0.42
2026-06-01T02:56:30Z,17.67,51.0,0.7,0.65
2026-06-01T02:57:00Z,16.71,64.8,0.24,0.92
2026-06-01T02:57:30Z,21.57,62.8,0.17,0.7
2026-06-01T02:58:00Z,10.8,68.6,0.39,0.62
2026-06-01T02:58:30Z,18.57,34.2,0.25,0.08
2026-06-01T02:59:00Z,20.58,66.5,0.46,0.9
2026-06-01T02:59:30Z,20.17,64.2,0.6,0.73
2026-06-01T03:00:00Z,17.21,48.0,0.36,0.4
2026-06-01T03:00:30Z,16.77,50.5,0.24,0.67
2026-06-01T03:01:00Z,16.55,20.0,0.49,0.38
2026-06-01T03:01:30Z,17.9,58.4,0.48,0.86
2026-06-01T03:02:00Z,14.36,65.6,0.17,0.88
2026-06-01T03:02:30Z,17.68,65.4,0.53,0.36
2026-06-01T03:03:00Z,18.77,21.1,0.57,0.04
2026-06-01T03:03:30Z,10.6,48.6,0.07,0.37
2026-06-01T03:04:00Z,19.05,20.9,0.49,0.71
2026-06-01T03:04:30Z,11.02,22.5,0.11,0.31
2026-06-01T03:05:00Z,26.17,52.8,0.2,0.54
2026-06-01T03:05:30Z,18.66,49.1,0.6,0.2
2026-06-01T03:06:00Z,23.0,31.2,0.55,0.75
2026-06-01T03:06:30Z,14.43,56.8,0.57,0.5
2026-06-01T03:07:00Z,25.22,55.1,0.16,0.58
2026-06-01T03:07:30Z,17.32,53.9,0.22,0.87
2026-06-01T03:08:00Z,17.42,20.0,0.74,0.68
2026-06-01T03:08:30Z,18.78,30.4,0.18,0.85
2026-06-01T03:09:00Z,19.55,26.0,0.03,0.66
2026-06-01T03:09:30Z,19.64,42.3,0.2,0.08
2026-06-01T03:10:00Z,20.41,20.0,0.75,0.87
2026-06-01T03:10:30Z,12.1,63.9,0.26,0.07
2026-06-01T03:11:00Z,8.33,62.2,0.42,0.93
2026-06-01T03:11:30Z,14.21,20.0,0.05,0.87
2026-06-01T03:12:00Z,17.84,38.6,0.42,0.86
2026-06-01T03:12:30Z,13.7,41.9,0.36,0.96
2026-06-01T03:13:00Z,11.59,20.0,0.69,0.51
2026-06-01T03:13:30Z,21.1,44.8,0.57,0.81
2026-06-01T03:14:00Z,22.84,20.0,0.49,0.18
2026-06-01T03:14:30Z,16.34,35.2,0.38,0.78
2026-06-01T03:15:00Z,23.73,69.6,0.68,0.11
2026-06-01T03:15:30Z,23.54,28.5,0.06,0.32
2026-06-01T03:16:00Z,22.45,20.0,0.16,0.83
2026-06-01T03:16:30Z,19.17,59.4,0.58,0.06
2026-06-01T03:17:00Z,23.56,49.1,0.42,0.84
2026-06-01T03:17:30Z,24.65,48.7,0.25,0.34
2026-06-01T03:18:00Z,14.66,27.0,0.21,0.07
2026-06-01T03:18:30Z,22.17,52.0,0.01,0.59
2026-06-01T03:19:00Z,19.23,58.5,0.72,0.38
2026-06-01T03:19:30Z,14.45,54.8,0.31,0.51
2026-06-01T03:20:00Z,20.37,28.0,0.78,0.5
2026-06-01T03:20:30Z,19.0,55.1,0.07,0.99
2026-06-01T03:21:00Z,22.12,51.5,0.08,0.07
2026-06-01T03:21:30Z,24.58,48.3,0.34,0.48
2026-06-01T03:22:00Z,23.58,49.4,0.04,0.69
2026-06-01T03:22:30Z,20.69,56.9,0.76,0.11
2026-06-01T03:23:00Z,18.42,53.5,0.03,0.56
2026-06-01T03:23:30Z,20.94,32.4,0.44,0.29
2026-06-01T03:24:00Z,19.33,46.9,0.58,0.79
2026-06-01T03:24:30Z,21.02,47.9,0.39,0.43
2026-06-01T03:25:00Z,14.97,20.0,0.8,0.86
2026-06-01T03:25:30Z,25.04,42.9,0.18,0.16
2026-06-01T03:26:00Z,15.42,78.5,0.04,0.91
2026-06-01T03:26:30Z,12.14,20.0,0.72,0.17
2026-06-01T03:27:00Z,18.11,48.9,0.26,0.84
2026-06-01T03:27:30Z,13.01,47.0,0.28,0.76
2026-06-01T03:28:00Z,10.37,60.0,0.06,0.7
2026-06-01T03:28:30Z,12.29,38.0,0.32,0.02
2026-06-01T03:29:00Z,16.86,35.2,0.46,0.47
2026-06-01T03:29:30Z,14.61,57.2,0.22,0.78
2026-06-01T03:30:00Z,20.85,33.6,0.22,0.39
2026-06-01T03:30:30Z,13.77,24.9,0.36,0.09
2026-06-01T03:31:00Z,23.19,43.4,0.78,0.67
2026-06-01T03:31:30Z,12.99,20.0,0.17,0.82
2026-06-01T03:32:00Z,25.95,47.8,0.66,0.07
2026-06-01T03:32:30Z,18.59,39.3,0.11,0.38
2026-06-01T03:33:00Z,12.57,28.8,0.33,0.79
2026-06-01T03:33:30Z,22.57,42.5,0.27,0.61
2026-06-01T03:34:00Z,22.43,24.2,0.38,0.93
2026-06-01T03:34:30Z,19.1,29.4,0.16,0.88
2026-06-01T03:35:00Z,27.95,30.8,0.27,0.13
2026-06-01T03:35:30Z,17.25,54.8,0.3,0.76
2026-06-01T03:36:00Z,16.7,41.6,0.24,0.32
2026-06-01T03:36:30Z,17.33,78.5,0.6,0.89
2026-06-01T03:37:00Z,15.83,86.4,0.4,0.93
2026-06-01T03:37:30Z,18.83,40.1,0.45,0.6
2026-06-01T03:38:00Z,20.21,58.1,0.58,0.06
2026-06-01T03:38:30Z,12.81,54.2,0.47,0.38
2026-06-01T03:39:00Z,15.71,31.6,0.24,0.92
2026-06-01T03:39:30Z,19.99,20.0,0.22,0.21
2026-06-01T03:40:00Z,17.84,63.5,0.38,0.55
2026-06-01T03:40:30Z,16.29,20.0,0.68,0.59
2026-06-01T03:41:00Z,21.7,20.0,0.39,0.93
2026-06-01T03:41:30Z,20.56,37.4,0.25,0.06
2026-06-01T03:42:00Z,19.87,40.2,0.34,0.04
2026-06-01T03:42:30Z,23.11,55.3,0.2,0.17
2026-06-01T03:43:00Z,12.36,27.8,0.69,0.48
2026-06-01T03:43:30Z,20.23,20.0,0.58,0.71
