timestamp,memory_usage_bytes,memory_limit_bytes,cpu_usage_percent,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,jvm_gc_pause_ms_avg,container_restart_count
2026-06-01T00:11:00Z,467002743,2147483648,18.76,30.71,30.0,2.0,65.2,0
2026-06-01T00:11:30Z,451213544,2147483648,17.59,36.74,30.0,0.0,65.9,0
2026-06-01T00:12:00Z,508300641,2147483648,24.81,30.97,87.7,0.0,55.6,0
2026-06-01T00:12:30Z,393694216,2147483648,14.53,37.36,30.0,0.0,23.1,0
2026-06-01T00:13:00Z,458915981,2147483648,11.51,38.69,101.0,0.5,43.5,0
2026-06-01T00:13:30Z,429068185,2147483648,26.84,38.51,30.0,1.46,63.1,0
2026-06-01T00:14:00Z,488683972,2147483648,21.96,33.73,67.8,0.0,37.6,0
2026-06-01T00:14:30Z,388605823,2147483648,16.28,38.45,39.0,0.0,36.5,0
2026-06-01T00:15:00Z,451888409,2147483648,23.61,45.62,30.0,0.09,64.0,0
2026-06-01T00:15:30Z,472423061,2147483648,23.32,36.39,49.4,0.0,56.1,0
2026-06-01T00:16:00Z,414235629,2147483648,16.18,47.5,34.0,0.0,50.6,0
2026-06-01T00:16:30Z,501753552,2147483648,24.62,34.81,66.4,0.37,62.9,0
2026-06-01T00:17:00Z,474579166,2147483648,15.02,33.47,55.5,0.12,67.3,0
2026-06-01T00:17:30Z,504583863,2147483648,20.77,38.72,75.8,1.19,66.6,0
2026-06-01T00:18:00Z,503900818,2147483648,19.66,29.46,63.9,0.07,1.0,0
2026-06-01T00:18:30Z,436985026,2147483648,32.44,37.61,60.1,0.0,34.2,0
2026-06-01T00:19:00Z,444272138,2147483648,12.51,35.26,30.0,0.0,42.6,0
2026-06-01T00:19:30Z,465957243,2147483648,9.63,33.83,30.0,2.0,12.2,0
2026-06-01T00:20:00Z,500094597,2147483648,24.68,36.9,70.3,1.07,65.1,0
2026-06-01T00:20:30Z,504504647,2147483648,13.67,34.53,99.7,0.77,79.8,0
2026-06-01T00:21:00Z,450648712,2147483648,15.32,28.56,82.9,1.34,54.1,0
2026-06-01T00:21:30Z,454964254,2147483648,24.68,36.23,61.8,0.75,23.5,0
2026-06-01T00:22:00Z,448981908,2147483648,29.7,34.02,71.3,1.85,45.4,0
2026-06-01T00:22:30Z,457107536,2147483648,19.43,42.1,63.8,2.0,38.1,0
2026-06-01T00:23:00Z,469838883,2147483648,17.16,40.81,54.8,0.0,29.5,0
2026-06-01T00:23:30Z,474122747,2147483648,30.98,35.14,45.4,0.81,54.4,0
2026-06-01T00:24:00Z,551299708,2147483648,34.97,39.61,49.0,2.0,49.3,0
2026-06-01T00:24:30Z,462029993,2147483648,23.29,38.11,46.9,0.0,87.9,0
2026-06-01T00:25:00Z,470095845,2147483648,16.05,40.61,42.5,0.0,40.4,0
2026-06-01T00:25:30Z,496656846,2147483648,22.95,48.95,30.0,0.0,56.2,0
2026-06-01T00:26:00Z,447612533,2147483648,17.62,28.03,30.0,0.54,98.6,0
2026-06-01T00:26:30Z,468389499,2147483648,19.99,35.53,40.4,0.26,63.1,0
2026-06-01T00:27:00Z,482036524,2147483648,16.22,34.13,33.0,0.35,54.5,0
2026-06-01T00:27:30Z,508901825,2147483648,27.47,36.22,30.0,0.2,32.5,0
2026-06-01T00:28:00Z,435939787,2147483648,30.94,40.1,71.5,0.0,33.3,0
2026-06-01T00:28:30Z,530152446,2147483648,19.37,48.13,78.4,0.22,43.5,0
2026-06-01T00:29:00Z,469922729,2147483648,35.43,39.75,30.0,2.0,51.0,0
2026-06-01T00:29:30Z,488252975,2147483648,2.0,28.7,30.0,0.0,66.3,0
2026-06-01T00:30:00Z,511993050,2147483648,22.51,31.96,62.6,0.0,23.2,0
2026-06-01T00:30:30Z,505451153,2147483648,9.97,48.34,43.4,0.78,40.8,0
2026-06-01T00:31:00Z,519331853,2147483648,22.43,31.66,44.2,0.0,87.3,0
2026-06-01T00:31:30Z,488212938,2147483648,28.12,34.2,85.3,0.36,31.7,0
2026-06-01T00:32:00Z,481313840,2147483648,12.78,32.57,37.8,0.0,51.9,0
2026-06-01T00:32:30Z,492883466,2147483648,14.76,38.63,85.7,0.1,53.5,0
2026-06-01T00:33:00Z,446720338,2147483648,20.13,40.92,79.1,0.0,38.8,0
2026-06-01T00:33:30Z,523788007,2147483648,12.43,33.22,44.1,0.54,52.9,0
2026-06-01T00:34:00Z,453831607,2147483648,15.2,44.57,88.8,2.0,39.4,0
2026-06-01T00:34:30Z,436498089,2147483648,13.72,33.95,30.0,0.0,55.8,0
2026-06-01T00:35:00Z,552175505,2147483648,25.17,36.36,32.2,0.0,67.9,0
2026-06-01T00:35:30Z,474978548,2147483648,21.62,43.12,78.3,0.0,33.2,0
2026-06-01T00:36:00Z,437996331,2147483648,9.93,47.9,54.1,0.2,43.9,0
2026-06-01T00:36:30Z,543565714,2147483648,16.07,38.8,30.0,0.0,58.6,0
2026-06-01T00:37:00Z,466626259,2147483648,18.04,35.11,43.1,0.0,20.8,0
2026-06-01T00:37:30Z,514728526,2147483648,22.44,38.29,37.1,0.0,65.0,0
2026-06-01T00:38:00Z,447873605,2147483648,19.48,45.39,46.8,2.0,49.8,0
2026-06-01T00:38:30Z,467508855,2147483648,32.67,41.02,61.5,1.0,61.9,0
2026-06-01T00:39:00Z,416389156,2147483648,15.71,46.36,49.1,0.0,46.0,0
2026-06-01T00:39:30Z,407907914,2147483648,18.1,32.76,58.1,0.0,58.8,0
2026-06-01T00:40:00Z,439740796,2147483648,24.99,32.77,57.6,0.0,40.3,0
2026-06-01T00:40:30Z,470342515,2147483648,15.95,33.88,62.6,0.64,43.0,0
2026-06-01T00:41:00Z,500124489,2147483648,31.79,41.84,65.8,0.15,53.7,0
2026-06-01T00:41:30Z,556197654,2147483648,29.62,39.81,39.4,0.04,39.5,0
2026-06-01T00:42:00Z,434214143,2147483648,23.47,31.99,30.0,0.12,1.0,0
2026-06-01T00:42:30Z,504660286,2147483648,19.84,32.8,30.0,0.0,56.0,0
2026-06-01T00:43:00Z,447172262,2147483648,21.71,29.56,59.3,0.41,83.1,0
2026-06-01T00:43:30Z,461932481,2147483648,26.33,37.95,30.0,0.84,34.8,0
2026-06-01T00:44:00Z,414343323,2147483648,28.71,40.27,103.5,0.49,54.8,0
2026-06-01T00:44:30Z,413302508,2147483648,21.88,42.06,43.6,1.93,32.6,0
2026-06-01T00:45:00Z,436671590,2147483648,12.41,39.19,59.5,0.0,54.6,0
2026-06-01T00:45:30Z,420979053,2147483648,9.92,40.84,71.1,0.32,17.9,0
2026-06-01T00:46:00Z,461404054,2147483648,11.26,33.54,57.1,0.0,75.5,0
2026-06-01T00:46:30Z,435702131,2147483648,31.92,33.35,51.7,0.0,12.2,0
2026-06-01T00:47:00Z,502798213,2147483648,20.78,33.92,67.9,2.0,22.0,0
2026-06-01T00:47:30Z,463086047,2147483648,28.69,37.29,53.0,1.5,55.8,0
2026-06-01T00:48:00Z,462193987,2147483648,26.98,37.39,30.0,0.0,75.7,0
2026-06-01T00:48:30Z,494875831,2147483648,27.36,37.74,50.2,0.12,71.5,0
2026-06-01T00:49:00Z,471830054,2147483648,20.98,40.18,62.7,0.0,101.7,0
2026-06-01T00:49:30Z,450996512,2147483648,9.2,34.23,60.7,0.0,66.3,0
2026-06-01T00:50:00Z,447712362,2147483648,7.56,40.89,64.2,0.53,83.0,0
2026-06-01T00:50:30Z,445217431,2147483648,20.25,46.23,44.6,1.79,30.9,0
2026-06-01T00:51:00Z,485678280,2147483648,30.47,31.87,58.4,2.0,50.9,0
2026-06-01T00:51:30Z,473923812,2147483648,28.66,36.83,30.0,0.0,16.7,0
2026-06-01T00:52:00Z,457827185,2147483648,15.32,35.39,62.5,0.0,46.5,0
2026-06-01T00:52:30Z,471465786,2147483648,14.26,36.16,30.0,0.0,46.7,0
2026-06-01T00:53:00Z,422918296,2147483648,20.51,30.43,37.4,2.0,55.1,0
2026-06-01T00:53:30Z,458317509,2147483648,29.98,37.08,46.3,0.0,2.4,0
2026-06-01T00:54:00Z,389440390,2147483648,25.77,30.04,81.9,0.89,51.2,0
2026-06-01T00:54:30Z,484453569,2147483648,24.72,44.47,51.3,0.25,24.5,0
2026-06-01T00:55:00Z,438865575,2147483648,29.97,37.49,70.2,0.0,77.5,0
2026-06-01T00:55:30Z,440536267,2147483648,20.3,35.41,56.9,1.29,28.7,0
2026-06-01T00:56:00Z,453489507,2147483648,36.58,34.74,30.0,0.55,13.6,0
2026-06-01T00:56:30Z,430555832,2147483648,26.87,28.28,58.1,1.66,34.7,0
2026-06-01T00:57:00Z,420378629,2147483648,20.32,34.43,55.5,0.0,86.9,0
2026-06-01T00:57:30Z,469284859,2147483648,13.41,36.23,67.2,0.66,38.5,0
2026-06-01T00:58:00Z,430058035,2147483648,19.54,36.22,91.9,0.0,54.6,0
2026-06-01T00:58:30Z,392311110,2147483648,27.46,38.24,68.0,0.0,50.9,0
2026-06-01T00:59:00Z,438107655,2147483648,23.79,38.04,53.8,0.0,61.9,0
2026-06-01T00:59:30Z,361398095,2147483648,9.14,50.05,49.9,0.0,35.0,0
2026-06-01T01:00:00Z,477374385,2147483648,7.67,39.53,93.6,0.72,35.1,0
2026-06-01T01:00:30Z,411793899,2147483648,17.87,36.45,57.0,0.0,82.9,0
2026-06-01T01:01:00Z,417743641,2147483648,34.1,28.66,105.3,1.51,33.6,0
2026-06-01T01:01:30Z,493516146,2147483648,10.85,40.11,49.3,0.0,44.5,0
2026-06-01T01:02:00Z,488164975,2147483648,18.17,41.07,30.0,0.74,25.4,0
2026-06-01T01:02:30Z,415271635,2147483648,24.57,33.21,37.5,0.0,32.7,0
2026-06-01T01:03:00Z,431458716,2147483648,28.71,34.57,30.0,0.0,52.0,0
2026-06-01T01:03:30Z,446121427,2147483648,16.54,34.92,47.2,0.0,1.0,0
2026-06-01T01:04:00Z,465220462,2147483648,20.02,34.52,46.0,0.0,28.7,0
2026-06-01T01:04:30Z,400155036,2147483648,24.86,36.59,70.7,0.0,35.3,0
2026-06-01T01:05:00Z,407881021,2147483648,18.91,30.17,39.5,0.0,59.9,0
2026-06-01T01:05:30Z,444423897,2147483648,23.8,33.34,48.7,1.24,53.8,0
2026-06-01T01:06:00Z,409422992,2147483648,17.08,33.84,35.6,0.0,58.0,0
2026-06-01T01:06:30Z,424836583,2147483648,22.38,35.03,69.0,0.0,58.8,0
2026-06-01T01:07:00Z,418228921,2147483648,28.86,37.55,91.2,0.0,61.6,0
2026-06-01T01:07:30Z,355632122,2147483648,23.47,32.58,40.7,0.0,39.8,0
2026-06-01T01:08:00Z,363777807,2147483648,7.25,32.77,79.7,0.0,28.9,0
2026-06-01T01:08:30Z,299898124,2147483648,23.87,39.42,75.9,0.03,29.3,0
2026-06-01T01:09:00Z,381763562,2147483648,25.87,35.09,40.9,0.0,17.7,0
2026-06-01T01:09:30Z,436269476,2147483648,27.71,31.28,30.0,0.0,45.4,0
2026-06-01T01:10:00Z,349150883,2147483648,23.48,27.95,59.5,0.59,73.0,0
2026-06-01T01:10:30Z,429740757,2147483648,15.55,38.83,30.0,2.0,42.8,0
2026-06-01T01:11:00Z,420148790,2147483648,15.52,42.05,69.6,0.0,21.4,0
2026-06-01T01:11:30Z,381875724,2147483648,18.13,28.59,86.3,1.1,1.0,0
2026-06-01T01:12:00Z,382183741,2147483648,17.94,34.0,76.6,0.0,35.3,0
2026-06-01T01:12:30Z,384029602,2147483648,32.34,28.68,33.8,0.0,42.8,0
2026-06-01T01:13:00Z,349698942,2147483648,11.09,26.58,63.2,2.0,1.0,0
2026-06-01T01:13:30Z,368689097,2147483648,21.55,41.89,91.1,0.0,43.7,0
2026-06-01T01:14:00Z,375702591,2147483648,24.89,43.83,72.1,0.0,73.4,0
2026-06-01T01:14:30Z,397540702,2147483648,16.2,38.11,33.4,0.0,61.4,0
2026-06-01T01:15:00Z,402656537,2147483648,12.4,30.43,63.1,0.29,76.2,0
2026-06-01T01:15:30Z,347797958,2147483648,8.65,27.83,62.2,2.0,45.4,0
2026-06-01T01:16:00Z,401575730,2147483648,27.55,28.28,96.5,0.0,33.4,0
2026-06-01T01:16:30Z,344364324,2147483648,8.27,41.45,30.0,0.15,1.0,0
2026-06-01T01:17:00Z,364624525,2147483648,9.14,41.86,50.7,0.0,42.9,0
2026-06-01T01:17:30Z,382449611,2147483648,9.86,32.21,60.0,0.37,42.3,0
2026-06-01T01:18:00Z,367738582,2147483648,18.9,31.6,44.4,0.01,16.3,0
2026-06-01T01:18:30Z,363137234,2147483648,26.29,41.86,71.6,2.0,68.9,0
2026-06-01T01:19:00Z,376096254,2147483648,19.14,34.97,72.5,0.34,24.1,0
2026-06-01T01:19:30Z,346438952,2147483648,17.57,35.14,39.1,1.17,75.6,0
2026-06-01T01:20:00Z,342101477,2147483648,17.02,31.14,33.9,0.0,24.6,0
2026-06-01T01:20:30Z,356996014,2147483648,24.03,44.13,69.2,0.0,28.0,0
2026-06-01T01:21:00Z,397017609,2147483648,24.8,32.66,30.0,2.0,46.6,0
2026-06-01T01:21:30Z,359086261,2147483648,11.46,30.61,73.4,0.0,14.8,0
2026-06-01T01:22:00Z,428613336,2147483648,29.16,33.14,41.9,0.0,23.6,0
2026-06-01T01:22:30Z,368803790,2147483648,25.68,34.91,36.0,0.0,47.0,0
2026-06-01T01:23:00Z,293601280,2147483648,12.92,36.61,54.0,0.58,17.4,0
2026-06-01T01:23:30Z,344740145,2147483648,17.94,35.24,58.9,0.83,30.8,0
2026-06-01T01:24:00Z,417871291,2147483648,23.21,32.99,32.7,0.13,27.9,0
2026-06-01T01:24:30Z,359328782,2147483648,18.24,29.4,86.4,2.0,17.2,0
2026-06-01T01:25:00Z,343335422,2147483648,18.82,34.64,30.0,0.0,51.4,0
2026-06-01T01:25:30Z,327676083,2147483648,22.89,42.32,33.6,2.0,22.8,0
2026-06-01T01:26:00Z,404223598,2147483648,33.94,44.26,36.6,0.97,26.1,0
2026-06-01T01:26:30Z,392668208,2147483648,17.43,43.67,96.8,0.34,34.0,0
2026-06-01T01:27:00Z,380811642,2147483648,28.51,31.78,30.0,0.0,16.0,0
2026-06-01T01:27:30Z,372037650,2147483648,19.17,25.0,63.0,0.0,63.3,0
2026-06-01T01:28:00Z,407292211,2147483648,12.9,31.06,43.1,0.21,34.8,0
2026-06-01T01:28:30Z,385451844,2147483648,23.02,37.71,32.3,2.0,42.5,0
2026-06-01T01:29:00Z,313559048,2147483648,23.72,21.85,56.3,0.62,20.4,0
2026-06-01T01:29:30Z,383432923,2147483648,26.08,37.25,68.0,0.0,42.4,0
2026-06-01T01:30:00Z,362452761,2147483648,33.21,30.48,62.1,0.97,52.7,0
2026-06-01T01:30:30Z,352676206,2147483648,23.29,36.51,61.3,0.44,32.4,0
2026-06-01T01:31:00Z,383320646,2147483648,19.09,27.21,34.3,0.37,64.0,0
2026-06-01T01:31:30Z,357703312,2147483648,27.07,31.59,56.6,2.0,21.3,0
2026-06-01T01:32:00Z,293601280,2147483648,29.61,31.68,77.0,0.62,43.2,0
2026-06-01T01:32:30Z,411562666,2147483648,18.85,42.59,30.0,0.0,17.6,0
2026-06-01T01:33:00Z,393610622,2147483648,13.11,34.95,49.6,0.0,44.3,0
2026-06-01T01:33:30Z,353278727,2147483648,24.96,30.01,50.9,0.54,56.8,0
2026-06-01T01:34:00Z,344856792,2147483648,13.29,32.35,60.0,0.17,30.0,0
2026-06-01T01:34:30Z,366186869,2147483648,14.62,34.69,30.0,0.0,16.3,0
2026-06-01T01:35:00Z,313705817,2147483648,28.27,41.56,32.1,2.0,39.3,0
2026-06-01T01:35:30Z,369830876,2147483648,25.24,31.18,58.0,1.58,38.6,0
2026-06-01T01:36:00Z,351538200,2147483648,28.23,31.7,52.3,0.0,33.7,0
2026-06-01T01:36:30Z,347771245,2147483648,21.79,38.64,50.4,0.35,44.0,0
2026-06-01T01:37:00Z,328385448,2147483648,23.92,33.24,84.1,0.0,15.8,0
2026-06-01T01:37:30Z,337552658,2147483648,13.93,26.56,58.4,0.0,85.8,0
2026-06-01T01:38:00Z,400675464,2147483648,12.71,42.7,64.6,0.0,60.3,0
2026-06-01T01:38:30Z,409370380,2147483648,17.25,40.66,61.2,1.47,53.0,0
2026-06-01T01:39:00Z,380972449,2147483648,16.55,37.14,68.7,0.28,38.1,0
2026-06-01T01:39:30Z,362546226,2147483648,32.24,29.85,39.7,2.0,6.1,0
2026-06-01T01:40:00Z,334218174,2147483648,19.27,17.61,30.0,2.0,23.5,0
2026-06-01T01:40:30Z,390908297,2147483648,16.51,31.14,39.9,0.0,65.8,0
2026-06-01T01:41:00Z,423048577,2147483648,30.02,29.65,30.0,0.0,68.6,0
2026-06-01T01:41:30Z,311073225,2147483648,26.63,23.54,76.1,0.0,35.6,0
2026-06-01T01:42:00Z,409630527,2147483648,26.8,26.9,39.1,0.0,58.2,0
2026-06-01T01:42:30Z,293718485,2147483648,13.98,35.09,53.8,0.0,61.9,0
2026-06-01T01:43:00Z,358636286,2147483648,14.98,36.8,50.8,0.48,31.7,0
2026-06-01T01:43:30Z,385051654,2147483648,7.8,42.28,56.3,0.0,35.8,0
2026-06-01T01:44:00Z,324901221,2147483648,23.89,38.83,65.0,0.0,19.6,0
2026-06-01T01:44:30Z,320699115,2147483648,20.9,31.98,43.7,0.0,49.5,0
2026-06-01T01:45:00Z,381441669,2147483648,19.24,38.02,77.4,0.0,37.4,0
2026-06-01T01:45:30Z,406807900,2147483648,28.37,26.19,30.0,0.0,27.6,0
2026-06-01T01:46:00Z,360691485,2147483648,19.24,28.5,91.3,0.0,29.8,0
2026-06-01T01:46:30Z,425606882,2147483648,21.21,26.14,91.3,0.93,41.3,0
2026-06-01T01:47:00Z,352539712,2147483648,14.96,37.31,30.6,1.03,36.5,0
2026-06-01T01:47:30Z,442532741,2147483648,16.16,29.82,84.2,0.0,66.2,0
2026-06-01T01:48:00Z,386664324,2147483648,20.47,31.55,56.5,1.03,12.9,0
2026-06-01T01:48:30Z,392030816,2147483648,17.76,35.28,30.0,0.79,39.6,0
2026-06-01T01:49:00Z,406687424,2147483648,16.94,29.23,65.9,0.0,37.2,0
2026-06-01T01:49:30Z,397793572,2147483648,14.48,34.9,30.0,1.14,31.7,0
2026-06-01T01:50:00Z,452575430,2147483648,10.97,25.0,37.6,2.0,62.2,0
2026-06-01T01:50:30Z,466637073,2147483648,12.23,29.63,90.9,0.0,32.5,0
2026-06-01T01:51:00Z,409981910,2147483648,10.61,37.69,36.1,0.21,67.2,0
2026-06-01T01:51:30Z,386545316,2147483648,15.66,29.69,105.3,0.58,48.1,0
2026-06-01T01:52:00Z,352677218,2147483648,19.74,41.39,80.4,0.0,10.1,0
2026-06-01T01:52:30Z,368950924,2147483648,19.57,36.24,78.8,0.0,38.3,0
2026-06-01T01:53:00Z,397207524,2147483648,16.37,29.23,78.6,0.0,51.8,0
2026-06-01T01:53:30Z,394882228,2147483648,6.11,30.88,70.5,0.0,34.9,0
2026-06-01T01:54:00Z,398460155,2147483648,19.98,36.49,58.1,0.0,40.7,0
2026-06-01T01:54:30Z,401738395,2147483648,30.63,30.13,78.7,0.0,32.6,0
2026-06-01T01:55:00Z,420490803,2147483648,14.31,30.59,83.3,0.1,25.6,0
2026-06-01T01:55:30Z,357469235,2147483648,15.27,17.17,30.0,2.0,36.4,0
2026-06-01T01:56:00Z,370458080,2147483648,14.81,31.49,30.0,2.0,1.0,0
2026-06-01T01:56:30Z,447232362,2147483648,13.55,23.62,30.0,1.64,53.8,0
2026-06-01T01:57:00Z,438928633,2147483648,30.88,30.25,30.0,2.0,24.5,0
2026-06-01T01:57:30Z,392466049,2147483648,7.56,29.09,30.0,1.26,13.5,0
2026-06-01T01:58:00Z,458190727,2147483648,28.29,28.88,79.1,0.0,61.9,0
2026-06-01T01:58:30Z,390820486,2147483648,20.47,33.54,53.7,0.0,26.1,0
2026-06-01T01:59:00Z,407324983,2147483648,17.98,26.5,30.0,0.0,64.1,0
2026-06-01T01:59:30Z,353892001,2147483648,11.48,29.43,65.2,2.0,69.0,0
2026-06-01T02:00:00Z,449079679,2147483648,25.34,39.74,44.5,0.0,69.2,0
2026-06-01T02:00:30Z,420771022,2147483648,29.85,29.95,58.6,0.0,63.8,0
2026-06-01T02:01:00Z,460165502,2147483648,16.32,35.88,42.2,0.0,24.9,0
2026-06-01T02:01:30Z,449190882,2147483648,34.01,34.71,101.8,2.0,41.3,0
2026-06-01T02:02:00Z,429488249,2147483648,18.85,32.84,46.3,0.0,68.7,0
2026-06-01T02:02:30Z,433452641,2147483648,11.92,32.3,112.9,1.93,39.4,0
2026-06-01T02:03:00Z,471344844,2147483648,22.74,12.54,43.5,0.0,83.1,0
2026-06-01T02:03:30Z,425477246,2147483648,20.83,31.96,36.4,0.0,41.1,0
2026-06-01T02:04:00Z,427531315,2147483648,16.45,33.17,67.0,0.0,54.8,0
2026-06-01T02:04:30Z,436924075,2147483648,26.83,28.85,30.0,0.0,28.1,0
2026-06-01T02:05:00Z,464369656,2147483648,23.91,30.65,34.7,0.0,42.1,0
2026-06-01T02:05:30Z,470135562,2147483648,12.77,29.32,30.0,1.16,39.9,0
2026-06-01T02:06:00Z,506579470,2147483648,17.34,23.9,30.0,0.0,52.8,0
2026-06-01T02:06:30Z,438368743,2147483648,19.19,37.05,51.8,0.0,56.6,0
2026-06-01T02:07:00Z,487073252,2147483648,12.81,26.36,44.3,2.0,20.7,0
2026-06-01T02:07:30Z,421602624,2147483648,9.28,27.64,88.7,0.81,53.0,0
2026-06-01T02:08:00Z,467245669,2147483648,18.55,26.69,72.7,1.13,18.3,0
2026-06-01T02:08:30Z,452104169,2147483648,22.64,33.19,30.0,0.0,72.6,0
2026-06-01T02:09:00Z,510010175,2147483648,29.4,27.8,71.7,0.0,27.3,0
2026-06-01T02:09:30Z,472142481,2147483648,13.18,31.06,40.2,0.0,28.0,0
2026-06-01T02:10:00Z,436627112,2147483648,12.78,39.04,65.7,0.0,56.3,0
2026-06-01T02:10:30Z,474020294,2147483648,20.17,34.86,70.0,1.26,63.1,0
2026-06-01T02:11:00Z,467340764,2147483648,18.38,33.62,34.3,2.0,17.2,0
2026-06-01T02:11:30Z,445536830,2147483648,22.82,30.27,108.6,1.15,21.9,0
2026-06-01T02:12:00Z,447693683,2147483648,30.36,31.12,76.0,0.0,36.4,0
2026-06-01T02:12:30Z,426311192,2147483648,13.53,25.02,72.3,1.1,10.1,0
2026-06-01T02:13:00Z,557175433,2147483648,24.0,23.05,30.0,0.0,45.4,0
2026-06-01T02:13:30Z,466691685,2147483648,27.63,27.79,66.2,0.6,43.3,0
2026-06-01T02:14:00Z,497321320,2147483648,17.65,30.17,33.1,1.94,48.7,0
2026-06-01T02:14:30Z,423643254,2147483648,35.89,28.64,62.7,0.0,14.4,0
2026-06-01T02:15:00Z,427627432,2147483648,19.37,31.58,45.0,1.74,80.2,0
2026-06-01T02:15:30Z,461431412,2147483648,20.79,28.19,30.0,2.0,74.6,0
2026-06-01T02:16:00Z,462710528,2147483648,8.2,30.71,73.3,1.07,54.6,0
2026-06-01T02:16:30Z,497098112,2147483648,11.89,27.13,58.7,1.07,57.7,0
2026-06-01T02:17:00Z,434943769,2147483648,2.0,29.66,36.3,1.26,40.5,0
2026-06-01T02:17:30Z,489996901,2147483648,27.33,23.55,49.1,0.0,60.8,0
2026-06-01T02:18:00Z,525123718,2147483648,15.4,38.53,68.0,0.0,53.7,0
2026-06-01T02:18:30Z,441052330,2147483648,25.46,33.67,79.9,0.02,43.6,0
2026-06-01T02:19:00Z,505811164,2147483648,18.16,27.11,65.2,0.41,61.1,0
2026-06-01T02:19:30Z,441227311,2147483648,18.14,25.52,87.4,1.49,50.2,0
2026-06-01T02:20:00Z,487809694,2147483648,16.93,34.75,30.0,0.0,34.8,0
2026-06-01T02:20:30Z,489217296,2147483648,24.64,32.11,63.2,1.35,50.4,0
2026-06-01T02:21:00Z,538077760,2147483648,10.06,35.74,47.8,0.22,67.2,0
2026-06-01T02:21:30Z,453822183,2147483648,9.64,22.93,35.7,2.0,31.6,0
2026-06-01T02:22:00Z,484578640,2147483648,10.39,31.13,76.8,0.0,76.5,0
2026-06-01T02:22:30Z,515863931,2147483648,22.12,24.3,39.0,0.76,49.6,0
2026-06-01T02:23:00Z,438923259,2147483648,35.3,30.89,63.1,0.07,65.1,0
2026-06-01T02:23:30Z,480195079,2147483648,18.5,36.62,53.2,2.0,76.1,0
2026-06-01T02:24:00Z,450586353,2147483648,20.34,43.91,65.4,0.72,41.8,0
2026-06-01T02:24:30Z,456954520,2147483648,20.53,27.0,96.7,0.22,28.0,0
2026-06-01T02:25:00Z,505836574,2147483648,15.33,32.67,83.3,2.0,42.9,0
2026-06-01T02:25:30Z,506890625,2147483648,9.76,31.17,88.6,0.0,74.0,0
2026-06-01T02:26:00Z,572953840,2147483648,9.48,30.82,78.5,0.0,54.7,0
2026-06-01T02:26:30Z,531252389,2147483648,17.73,35.8,67.5,0.0,72.2,0
2026-06-01T02:27:00Z,528449225,2147483648,2.0,26.91,32.1,0.0,97.9,0
2026-06-01T02:27:30Z,477719984,2147483648,10.17,34.49,58.2,0.0,41.1,0
2026-06-01T02:28:00Z,473218181,2147483648,2.18,33.41,81.0,0.0,43.0,0
2026-06-01T02:28:30Z,488662038,2147483648,14.32,28.34,43.4,0.0,13.0,0
2026-06-01T02:29:00Z,404322258,2147483648,25.97,26.77,75.5,0.0,47.7,0
2026-06-01T02:29:30Z,541990272,2147483648,18.0,34.63,68.0,0.0,61.5,0
