timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T00:19:00Z,17.51,50.1,0.04,0.37
2026-06-01T00:19:30Z,14.14,48.6,0.26,0.44
2026-06-01T00:20:00Z,16.93,79.2,0.31,0.23
2026-06-01T00:20:30Z,16.0,40.0,0.36,0.33
2026-06-01T00:21:00Z,15.06,51.8,0.08,0.32
2026-06-01T00:21:30Z,16.35,40.0,0.03,0.47
2026-06-01T00:22:00Z,16.79,71.2,0.36,0.34
2026-06-01T00:22:30Z,17.3,44.5,0.26,0.35
2026-06-01T00:23:00Z,12.19,82.3,0.21,0.15
2026-06-01T00:23:30Z,13.77,40.0,0.17,0.2
2026-06-01T00:24:00Z,14.92,40.0,0.06,0.36
2026-06-01T00:24:30Z,10.47,54.2,0.03,0.4
2026-06-01T00:25:00Z,20.77,77.9,0.13,0.12
2026-06-01T00:25:30Z,17.23,75.1,0.03,0.49
2026-06-01T00:26:00Z,13.59,55.9,0.23,0.26
2026-06-01T00:26:30Z,15.03,44.9,0.33,0.06
2026-06-01T00:27:00Z,13.47,40.0,0.11,0.44
2026-06-01T00:27:30Z,15.2,90.0,0.22,0.27
2026-06-01T00:28:00Z,14.31,72.1,0.33,0.17
2026-06-01T00:28:30Z,19.01,83.1,0.05,0.35
2026-06-01T00:29:00Z,11.66,75.2,0.33,0.18
2026-06-01T00:29:30Z,15.56,56.7,0.09,0.16
2026-06-01T00:30:00Z,17.0,62.0,0.06,0.13
2026-06-01T00:30:30Z,18.09,94.9,0.21,0.25
2026-06-01T00:31:00Z,15.38,40.0,0.3,0.06
2026-06-01T00:31:30Z,14.53,94.3,0.32,0.17
2026-06-01T00:32:00Z,15.95,59.2,0.18,0.09
2026-06-01T00:32:30Z,13.85,65.1,0.02,0.44
2026-06-01T00:33:00Z,16.08,53.9,0.24,0.29
2026-06-01T00:33:30Z,16.09,75.7,0.36,0.2
2026-06-01T00:34:00Z,12.6,70.6,0.21,0.27
2026-06-01T00:34:30Z,14.15,49.5,0.29,0.09
2026-06-01T00:35:00Z,16.83,80.5,0.12,0.38
2026-06-01T00:35:30Z,15.62,40.0,0.07,0.41
2026-06-01T00:36:00Z,12.8,59.6,0.13,0.27
2026-06-01T00:36:30Z,13.34,83.5,0.38,0.01
2026-06-01T00:37:00Z,16.95,52.3,0.36,0.06
2026-06-01T00:37:30Z,13.95,57.8,0.1,0.46
2026-06-01T00:38:00Z,14.44,55.7,0.22,0.11
2026-06-01T00:38:30Z,18.07,65.1,0.03,0.21
2026-06-01T00:39:00Z,16.56,75.2,0.11,0.41
2026-06-01T00:39:30Z,14.94,43.5,0.28,0.32
2026-06-01T00:40:00Z,14.81,59.4,0.39,0.27
2026-06-01T00:40:30Z,16.53,77.1,0.02,0.08
2026-06-01T00:41:00Z,17.42,40.0,0.01,0.1
2026-06-01T00:41:30Z,15.49,40.0,0.16,0.47
2026-06-01T00:42:00Z,11.78,52.2,0.34,0.35
2026-06-01T00:42:30Z,14.46,84.6,0.39,0.05
2026-06-01T00:43:00Z,12.22,63.7,0.24,0.11
2026-06-01T00:43:30Z,14.03,43.9,0.16,0.28
2026-06-01T00:44:00Z,16.29,88.2,0.24,0.39
2026-06-01T00:44:30Z,13.15,40.0,0.12,0.03
2026-06-01T00:45:00Z,9.77,40.0,0.36,0.4
2026-06-01T00:45:30Z,17.05,40.0,0.23,0.34
2026-06-01T00:46:00Z,15.64,89.9,0.37,0.37
2026-06-01T00:46:30Z,12.39,59.9,0.22,0.43
2026-06-01T00:47:00Z,14.72,40.0,0.31,0.37
2026-06-01T00:47:30Z,18.88,51.4,0.1,0.14
2026-06-01T00:48:00Z,11.08,40.0,0.28,0.32
2026-06-01T00:48:30Z,14.68,57.9,0.32,0.04
2026-06-01T00:49:00Z,14.03,56.0,0.22,0.41
2026-06-01T00:49:30Z,14.6,94.4,0.37,0.08
2026-06-01T00:50:00Z,14.81,83.6,0.07,0.44
2026-06-01T00:50:30Z,17.3,63.7,0.15,0.22
2026-06-01T00:51:00Z,13.53,62.9,0.22,0.32
2026-06-01T00:51:30Z,14.19,41.2,0.2,0.27
2026-06-01T00:52:00Z,14.54,89.4,0.22,0.03
2026-06-01T00:52:30Z,11.66,40.0,0.16,0.39
2026-06-01T00:53:00Z,13.98,57.4,0.31,0.17
2026-06-01T00:53:30Z,11.84,90.8,0.07,0.17
2026-06-01T00:54:00Z,13.52,80.6,0.27,0.05
2026-06-01T00:54:30Z,16.13,40.0,0.39,0.12
2026-06-01T00:55:00Z,14.88,64.2,0.28,0.31
2026-06-01T00:55:30Z,14.98,48.6,0.01,0.13
2026-06-01T00:56:00Z,17.57,67.1,0.13,0.21
2026-06-01T00:56:30Z,14.66,81.4,0.32,0.27
2026-06-01T00:57:00Z,14.82,75.2,0.24,0.38
2026-06-01T00:57:30Z,13.9,60.0,0.26,0.46
2026-06-01T00:58:00Z,12.16,78.6,0.35,0.07
2026-06-01T00:58:30Z,13.88,55.1,0.06,0.09
2026-06-01T00:59:00Z,12.73,85.5,0.21,0.06
2026-06-01T00:59:30Z,14.09,73.9,0.05,0.18
2026-06-01T01:00:00Z,10.83,68.3,0.32,0.44
2026-06-01T01:00:30Z,15.12,40.0,0.28,0.34
2026-06-01T01:01:00Z,15.47,57.0,0.27,0.27
2026-06-01T01:01:30Z,14.77,40.0,0.13,0.45
2026-06-01T01:02:00Z,15.14,56.1,0.35,0.16
2026-06-01T01:02:30Z,17.76,40.0,0.21,0.42
2026-06-01T01:03:00Z,15.49,79.9,0.33,0.47
2026-06-01T01:03:30Z,14.16,77.4,0.17,0.24
2026-06-01T01:04:00Z,14.37,50.3,0.01,0.07
2026-06-01T01:04:30Z,13.15,46.3,0.18,0.27
2026-06-01T01:05:00Z,18.5,73.4,0.09,0.43
2026-06-01T01:05:30Z,14.39,52.7,0.12,0.05
2026-06-01T01:06:00Z,14.26,102.2,0.37,0.21
2026-06-01T01:06:30Z,15.62,54.1,0.3,0.47
2026-06-01T01:07:00Z,10.13,59.1,0.12,0.01
2026-06-01T01:07:30Z,16.27,79.2,0.01,0.37
2026-06-01T01:08:00Z,11.9,40.0,0.21,0.48
2026-06-01T01:08:30Z,11.74,47.6,0.26,0.21
2026-06-01T01:09:00Z,14.13,65.3,0.3,0.4
2026-06-01T01:09:30Z,14.43,81.2,0.21,0.09
2026-06-01T01:10:00Z,12.88,51.9,0.09,0.07
2026-06-01T01:10:30Z,9.69,40.0,0.29,0.37
2026-06-01T01:11:00Z,15.07,40.0,0.15,0.32
2026-06-01T01:11:30Z,12.72,74.5,0.4,0.16
2026-06-01T01:12:00Z,16.09,56.5,0.23,0.49
2026-06-01T01:12:30Z,15.1,85.6,0.25,0.48
2026-06-01T01:13:00Z,12.71,83.3,0.04,0.35
2026-06-01T01:13:30Z,10.36,40.0,0.16,0.49
2026-06-01T01:14:00Z,16.41,83.0,0.22,0.47
2026-06-01T01:14:30Z,15.72,91.2,0.37,0.36
2026-06-01T01:15:00Z,11.5,79.4,0.04,0.15
2026-06-01T01:15:30Z,12.09,57.8,0.14,0.16
2026-06-01T01:16:00Z,13.62,59.5,0.14,0.1
2026-06-01T01:16:30Z,13.64,48.0,0.35,0.33
2026-06-01T01:17:00Z,17.93,61.3,0.19,0.04
2026-06-01T01:17:30Z,10.57,56.8,0.18,0.41
2026-06-01T01:18:00Z,15.07,73.4,0.22,0.03
2026-06-01T01:18:30Z,17.83,40.0,0.01,0.5
2026-06-01T01:19:00Z,12.62,60.6,0.31,0.0
2026-06-01T01:19:30Z,13.11,123.1,0.06,0.41
2026-06-01T01:20:00Z,12.18,49.6,0.34,0.05
2026-06-01T01:20:30Z,15.51,42.3,0.12,0.17
2026-06-01T01:21:00Z,12.71,68.4,0.19,0.0
2026-06-01T01:21:30Z,9.76,106.2,0.38,0.18
2026-06-01T01:22:00Z,14.43,48.1,0.29,0.09
2026-06-01T01:22:30Z,15.6,84.0,0.07,0.01
2026-06-01T01:23:00Z,12.89,91.4,0.28,0.2
2026-06-01T01:23:30Z,10.57,85.2,0.21,0.03
2026-06-01T01:24:00Z,15.78,40.0,0.21,0.21
2026-06-01T01:24:30Z,12.25,40.0,0.11,0.03
2026-06-01T01:25:00Z,14.79,40.0,0.36,0.35
2026-06-01T01:25:30Z,12.15,50.0,0.34,0.25
2026-06-01T01:26:00Z,13.29,40.0,0.02,0.34
2026-06-01T01:26:30Z,15.52,56.3,0.07,0.02
2026-06-01T01:27:00Z,12.26,56.9,0.31,0.1
2026-06-01T01:27:30Z,12.13,47.1,0.36,0.11
2026-06-01T01:28:00Z,13.27,97.7,0.09,0.46
2026-06-01T01:28:30Z,12.12,40.0,0.27,0.32
2026-06-01T01:29:00Z,12.79,61.8,0.27,0.34
2026-06-01T01:29:30Z,14.62,41.4,0.12,0.38
2026-06-01T01:30:00Z,14.15,67.5,0.18,0.47
2026-06-01T01:30:30Z,12.09,69.9,0.09,0.39
2026-06-01T01:31:00Z,12.82,68.7,0.35,0.39
2026-06-01T01:31:30Z,12.56,72.5,0.01,0.43
2026-06-01T01:32:00Z,13.81,58.7,0.15,0.37
2026-06-01T01:32:30Z,15.39,60.3,0.4,0.05
2026-06-01T01:33:00Z,13.01,64.1,0.36,0.21
2026-06-01T01:33:30Z,13.8,78.6,0.27,0.29
2026-06-01T01:34:00Z,12.65,81.7,0.03,0.4
2026-06-01T01:34:30Z,15.47,55.3,0.18,0.29
2026-06-01T01:35:00Z,13.8,78.2,0.08,0.03
2026-06-01T01:35:30Z,13.27,83.5,0.3,0.4
2026-06-01T01:36:00Z,11.68,63.1,0.21,0.31
2026-06-01T01:36:30Z,14.4,40.0,0.08,0.2
2026-06-01T01:37:00Z,16.65,63.9,0.19,0.15
2026-06-01T01:37:30Z,17.51,55.5,0.01,0.17
2026-06-01T01:38:00Z,11.2,40.0,0.33,0.38
2026-06-01T01:38:30Z,14.09,70.9,0.37,0.27
2026-06-01T01:39:00Z,15.32,65.8,0.03,0.15
2026-06-01T01:39:30Z,10.75,78.9,0.03,0.35
2026-06-01T01:40:00Z,17.55,48.3,0.26,0.46
2026-06-01T01:40:30Z,13.12,81.1,0.11,0.39
2026-06-01T01:41:00Z,12.16,77.1,0.3,0.06
2026-06-01T01:41:30Z,14.92,43.6,0.29,0.49
2026-06-01T01:42:00Z,10.35,50.0,0.22,0.42
2026-06-01T01:42:30Z,14.33,40.0,0.33,0.28
2026-06-01T01:43:00Z,12.92,106.7,0.11,0.27
2026-06-01T01:43:30Z,15.04,66.8,0.04,0.14
2026-06-01T01:44:00Z,8.66,77.0,0.15,0.02
2026-06-01T01:44:30Z,13.57,77.1,0.25,0.12
2026-06-01T01:45:00Z,11.78,62.8,0.15,0.09
2026-06-01T01:45:30Z,13.33,40.0,0.05,0.06
2026-06-01T01:46:00Z,13.41,83.1,0.2,0.41
2026-06-01T01:46:30Z,14.88,76.2,0.32,0.38
2026-06-01T01:47:00Z,12.45,71.3,0.39,0.46
2026-06-01T01:47:30Z,11.43,52.6,0.26,0.1
2026-06-01T01:48:00Z,14.86,75.4,0.36,0.33
2026-06-01T01:48:30Z,17.43,52.9,0.39,0.23
2026-06-01T01:49:00Z,10.15,58.3,0.2,0.41
2026-06-01T01:49:30Z,12.46,73.5,0.03,0.13
2026-06-01T01:50:00Z,13.89,62.1,0.04,0.06
2026-06-01T01:50:30Z,10.62,40.0,0.1,0.05
2026-06-01T01:51:00Z,12.35,72.6,0.24,0.09
2026-06-01T01:51:30Z,7.8,72.0,0.29,0.03
2026-06-01T01:52:00Z,16.38,72.1,0.11,0.03
2026-06-01T01:52:30Z,13.48,61.3,0.11,0.33
2026-06-01T01:53:00Z,14.45,67.7,0.06,0.21
2026-06-01T01:53:30Z,12.64,58.3,0.03,0.46
2026-06-01T01:54:00Z,11.67,40.0,0.18,0.01
2026-06-01T01:54:30Z,13.9,56.2,0.17,0.14
2026-06-01T01:55:00Z,14.54,81.5,0.33,0.15
2026-06-01T01:55:30Z,15.26,50.9,0.06,0.33
2026-06-01T01:56:00Z,17.4,40.0,0.35,0.09
2026-06-01T01:56:30Z,9.68,73.8,0.18,0.29
2026-06-01T01:57:00Z,11.19,66.5,0.32,0.02
2026-06-01T01:57:30Z,13.64,40.4,0.21,0.16
2026-06-01T01:58:00Z,11.17,74.7,0.21,0.31
2026-06-01T01:58:30Z,13.0,75.1,0.09,0.21
2026-06-01T01:59:00Z,12.08,40.0,0.06,0.3
2026-06-01T01:59:30Z,12.17,49.9,0.31,0.14
2026-06-01T02:00:00Z,11.55,49.2,0.4,0.07
2026-06-01T02:00:30Z,13.85,88.5,0.35,0.04
2026-06-01T02:01:00Z,10.89,65.3,0.2,0.46
2026-06-01T02:01:30Z,10.13,63.1,0.12,0.41
2026-06-01T02:02:00Z,13.88,63.7,0.15,0.45
2026-06-01T02:02:30Z,7.77,92.5,0.08,0.24
2026-06-01T02:03:00Z,13.16,40.0,0.29,0.07
2026-06-01T02:03:30Z,12.85,58.5,0.22,0.3
2026-06-01T02:04:00Z,13.19,77.6,0.09,0.49
2026-06-01T02:04:30Z,13.57,51.6,0.38,0.43
2026-06-01T02:05:00Z,13.7,40.0,0.02,0.16
2026-06-01T02:05:30Z,14.78,40.0,0.02,0.26
2026-06-01T02:06:00Z,12.04,40.0,0.1,0.21
2026-06-01T02:06:30Z,13.34,87.9,0.39,0.02
2026-06-01T02:07:00Z,11.52,43.9,0.13,0.44
2026-06-01T02:07:30Z,10.83,40.0,0.36,0.08
2026-06-01T02:08:00Z,17.22,44.2,0.33,0.2
2026-06-01T02:08:30Z,13.78,64.0,0.2,0.1
2026-06-01T02:09:00Z,14.33,40.0,0.14,0.38
2026-06-01T02:09:30Z,13.01,95.6,0.35,0.33
2026-06-01T02:10:00Z,14.1,50.8,0.13,0.17
2026-06-01T02:10:30Z,17.42,94.7,0.11,0.37
2026-06-01T02:11:00Z,9.47,83.4,0.17,0.29
2026-06-01T02:11:30Z,15.6,43.9,0.16,0.25
2026-06-01T02:12:00Z,11.37,83.9,0.1,0.13
2026-06-01T02:12:30Z,13.52,63.6,0.37,0.26
2026-06-01T02:13:00Z,14.19,84.2,0.06,0.27
2026-06-01T02:13:30Z,13.38,83.7,0.02,0.16
2026-06-01T02:14:00Z,17.03,65.3,0.05,0.3
2026-06-01T02:14:30Z,13.43,40.0,0.23,0.02
2026-06-01T02:15:00Z,12.05,82.8,0.02,0.23
2026-06-01T02:15:30Z,13.16,40.0,0.09,0.24
2026-06-01T02:16:00Z,12.44,59.0,0.06,0.26
2026-06-01T02:16:30Z,9.74,66.2,0.09,0.26
2026-06-01T02:17:00Z,11.18,40.0,0.25,0.19
2026-06-01T02:17:30Z,15.08,50.9,0.3,0.41
2026-06-01T02:18:00Z,14.34,47.0,0.27,0.31
2026-06-01T02:18:30Z,12.33,40.0,0.39,0.31
2026-06-01T02:19:00Z,10.52,43.3,0.23,0.11
2026-06-01T02:19:30Z,10.58,61.8,0.07,0.23
2026-06-01T02:20:00Z,11.82,47.7,0.03,0.2
2026-06-01T02:20:30Z,11.64,48.8,0.34,0.12
2026-06-01T02:21:00Z,14.44,68.2,0.36,0.05
2026-06-01T02:21:30Z,9.86,54.5,0.13,0.45
2026-06-01T02:22:00Z,9.22,52.7,0.28,0.23
2026-06-01T02:22:30Z,13.57,53.5,0.08,0.32
2026-06-01T02:23:00Z,10.26,40.0,0.29,0.07
2026-06-01T02:23:30Z,12.14,42.7,0.13,0.08
2026-06-01T02:24:00Z,13.67,82.6,0.25,0.43
2026-06-01T02:24:30Z,10.22,70.8,0.07,0.2
2026-06-01T02:25:00Z,11.94,73.2,0.18,0.37
2026-06-01T02:25:30Z,14.43,42.0,0.26,0.27
2026-06-01T02:26:00Z,12.24,76.5,0.11,0.09
2026-06-01T02:26:30Z,13.57,91.4,0.37,0.17
2026-06-01T02:27:00Z,12.51,63.1,0.13,0.13
2026-06-01T02:27:30Z,9.2,61.4,0.33,0.01
2026-06-01T02:28:00Z,13.19,67.4,0.22,0.48
2026-06-01T02:28:30Z,15.3,71.2,0.05,0.44
2026-06-01T02:29:00Z,9.31,91.7,0.2,0.3
2026-06-01T02:29:30Z,12.41,40.0,0.33,0.12
2026-06-01T02:30:00Z,12.45,40.0,0.27,0.04
2026-06-01T02:30:30Z,11.86,80.9,0.22,0.15
2026-06-01T02:31:00Z,15.25,67.3,0.29,0.12
2026-06-01T02:31:30Z,10.47,82.0,0.11,0.11
2026-06-01T02:32:00Z,10.81,41.0,0.2,0.5
2026-06-01T02:32:30Z,13.97,78.7,0.34,0.29
2026-06-01T02:33:00Z,10.41,41.7,0.3,0.11
2026-06-01T02:33:30Z,11.71,76.2,0.23,0.03
2026-06-01T02:34:00Z,17.36,55.5,0.03,0.13
2026-06-01T02:34:30Z,10.42,40.0,0.39,0.49
2026-06-01T02:35:00Z,11.97,44.4,0.18,0.34
2026-06-01T02:35:30Z,11.89,93.2,0.02,0.11
2026-06-01T02:36:00Z,10.66,40.0,0.17,0.38
2026-06-01T02:36:30Z,9.32,40.0,0.12,0.28
2026-06-01T02:37:00Z,15.71,40.0,0.1,0.39
2026-06-01T02:37:30Z,10.94,50.1,0.28,0.42
2026-06-01T02:38:00Z,9.16,74.8,0.4,0.15
2026-06-01T02:38:30Z,12.35,41.5,0.19,0.16
2026-06-01T02:39:00Z,9.6,40.0,0.29,0.22
2026-06-01T02:39:30Z,11.08,94.7,0.15,0.02
2026-06-01T02:40:00Z,8.92,68.7,0.29,0.26
2026-06-01T02:40:30Z,11.19,48.1,0.2,0.36
2026-06-01T02:41:00Z,11.35,74.7,0.03,0.11
2026-06-01T02:41:30Z,8.71,88.5,0.34,0.38
2026-06-01T02:42:00Z,13.63,71.6,0.03,0.06
2026-06-01T02:42:30Z,12.8,73.0,0.15,0.19
2026-06-01T02:43:00Z,15.37,40.0,0.38,0.24
2026-06-01T02:43:30Z,9.23,74.1,0.38,0.27
2026-06-01T02:44:00Z,8.11,60.0,0.28,0.44
2026-06-01T02:44:30Z,14.99,71.7,0.36,0.17
2026-06-01T02:45:00Z,10.6,40.0,0.4,0.02
2026-06-01T02:45:30Z,13.64,46.0,0.05,0.44
2026-06-01T02:46:00Z,11.41,69.6,0.26,0.22
2026-06-01T02:46:30Z,15.83,106.3,0.16,0.48
2026-06-01T02:47:00Z,12.3,52.5,0.28,0.05
2026-06-01T02:47:30Z,12.1,70.1,0.31,0.19
2026-06-01T02:48:00Z,14.14,40.0,0.05,0.34
2026-06-01T02:48:30Z,8.77,40.0,0.34,0.05
2026-06-01T02:49:00Z,14.08,59.3,0.32,0.32
2026-06-01T02:49:30Z,10.37,58.9,0.07,0.21
2026-06-01T02:50:00Z,14.69,40.0,0.24,0.26
2026-06-01T02:50:30Z,9.27,70.4,0.23,0.32
2026-06-01T02:51:00Z,17.69,74.7,0.28,0.04
2026-06-01T02:51:30Z,11.35,85.7,0.05,0.26
2026-06-01T02:52:00Z,10.71,55.9,0.2,0.11
2026-06-01T02:52:30Z,10.47,40.0,0.03,0.16
2026-06-01T02:53:00Z,11.27,71.2,0.11,0.15
2026-06-01T02:53:30Z,7.49,56.9,0.13,0.13
2026-06-01T02:54:00Z,10.79,71.4,0.04,0.35
2026-06-01T02:54:30Z,9.86,57.9,0.28,0.21
2026-06-01T02:55:00Z,10.04,40.0,0.13,0.19
2026-06-01T02:55:30Z,14.79,86.0,0.36,0.05
2026-06-01T02:56:00Z,9.13,77.5,0.31,0.29
2026-06-01T02:56:30Z,13.79,77.2,0.26,0.12
2026-06-01T02:57:00Z,14.4,73.6,0.38,0.16
2026-06-01T02:57:30Z,9.28,46.4,0.23,0.15
2026-06-01T02:58:00Z,11.25,48.1,0.32,0.03
2026-06-01T02:58:30Z,15.04,54.9,0.08,0.02
2026-06-01T02:59:00Z,10.08,44.1,0.13,0.13
2026-06-01T02:59:30Z,10.69,40.0,0.01,0.39
2026-06-01T03:00:00Z,9.92,74.5,0.14,0.07
2026-06-01T03:00:30Z,15.03,58.0,0.2,0.41
2026-06-01T03:01:00Z,13.24,53.2,0.05,0.24
2026-06-01T03:01:30Z,8.86,53.1,0.04,0.37
2026-06-01T03:02:00Z,11.27,50.7,0.27,0.16
2026-06-01T03:02:30Z,10.93,62.1,0.31,0.17
2026-06-01T03:03:00Z,12.59,45.6,0.33,0.35
2026-06-01T03:03:30Z,10.66,40.0,0.38,0.17
2026-06-01T03:04:00Z,9.45,66.4,0.01,0.3
2026-06-01T03:04:30Z,14.47,71.7,0.04,0.33
2026-06-01T03:05:00Z,10.81,67.0,0.37,0.47
2026-06-01T03:05:30Z,8.64,75.3,0.06,0.4
2026-06-01T03:06:00Z,9.64,63.4,0.18,0.48
2026-06-01T03:06:30Z,12.69,57.1,0.24,0.05
2026-06-01T03:07:00Z,10.17,72.9,0.26,0.37
2026-06-01T03:07:30Z,13.11,54.8,0.35,0.28
2026-06-01T03:08:00Z,11.06,46.2,0.38,0.01
2026-06-01T03:08:30Z,13.11,59.7,0.13,0.21
2026-06-01T03:09:00Z,8.56,66.3,0.24,0.22
2026-06-01T03:09:30Z,15.01,50.3,0.18,0.23
2026-06-01T03:10:00Z,9.6,40.0,0.39,0.33
2026-06-01T03:10:30Z,11.46,41.2,0.22,0.04
2026-06-01T03:11:00Z,13.97,48.2,0.21,0.3
2026-06-01T03:11:30Z,13.65,40.7,0.0,0.39
2026-06-01T03:12:00Z,11.72,60.8,0.03,0.44
2026-06-01T03:12:30Z,11.6,51.4,0.1,0.17
2026-06-01T03:13:00Z,10.85,40.0,0.29,0.49
2026-06-01T03:13:30Z,13.57,79.2,0.39,0.4
2026-06-01T03:14:00Z,7.79,84.3,0.2,0.08
2026-06-01T03:14:30Z,10.7,59.8,0.02,0.29
2026-06-01T03:15:00Z,10.7,72.2,0.16,0.42
2026-06-01T03:15:30Z,11.01,63.6,0.27,0.11
2026-06-01T03:16:00Z,14.7,82.9,0.12,0.47
2026-06-01T03:16:30Z,10.97,52.3,0.24,0.13
2026-06-01T03:17:00Z,13.34,45.6,0.34,0.23
2026-06-01T03:17:30Z,13.32,67.3,0.28,0.28
2026-06-01T03:18:00Z,13.2,55.5,0.39,0.46
2026-06-01T03:18:30Z,10.43,40.0,0.32,0.23
2026-06-01T03:19:00Z,8.53,81.0,0.31,0.34
2026-06-01T03:19:30Z,12.27,56.7,0.17,0.14
2026-06-01T03:20:00Z,8.02,100.1,0.14,0.01
2026-06-01T03:20:30Z,9.89,84.2,0.4,0.14
2026-06-01T03:21:00Z,15.53,76.8,0.08,0.11
2026-06-01T03:21:30Z,9.22,76.0,0.29,0.47
2026-06-01T03:22:00Z,11.49,40.0,0.16,0.01
2026-06-01T03:22:30Z,13.65,67.7,0.38,0.1
2026-06-01T03:23:00Z,10.98,43.6,0.03,0.36
2026-06-01T03:23:30Z,13.78,52.5,0.09,0.35
2026-06-01T03:24:00Z,13.18,46.9,0.26,0.45
2026-06-01T03:24:30Z,14.12,50.5,0.02,0.05
2026-06-01T03:25:00Z,10.24,56.1,0.21,0.33
2026-06-01T03:25:30Z,11.99,81.6,0.3,0.39
2026-06-01T03:26:00Z,12.03,40.0,0.31,0.08
2026-06-01T03:26:30Z,12.66,40.0,0.02,0.48
2026-06-01T03:27:00Z,13.15,49.5,0.19,0.44
2026-06-01T03:27:30Z,13.08,43.3,0.18,0.03
2026-06-01T03:28:00Z,12.78,98.1,0.33,0.26
2026-06-01T03:28:30Z,15.01,67.0,0.09,0.41
2026-06-01T03:29:00Z,12.1,40.0,0.36,0.43
2026-06-01T03:29:30Z,10.39,45.9,0.11,0.22
2026-06-01T03:30:00Z,11.27,47.8,0.12,0.17
2026-06-01T03:30:30Z,12.42,68.4,0.18,0.42
2026-06-01T03:31:00Z,11.08,48.9,0.05,0.2
2026-06-01T03:31:30Z,15.59,53.8,0.08,0.41
2026-06-01T03:32:00Z,7.61,72.6,0.02,0.31
2026-06-01T03:32:30Z,8.29,41.7,0.16,0.29
2026-06-01T03:33:00Z,11.2,40.0,0.24,0.46
2026-06-01T03:33:30Z,11.24,43.4,0.09,0.39
2026-06-01T03:34:00Z,15.41,66.6,0.15,0.25
2026-06-01T03:34:30Z,12.87,74.2,0.22,0.11
2026-06-01T03:35:00Z,12.01,44.5,0.35,0.42
2026-06-01T03:35:30Z,9.23,40.0,0.22,0.41
2026-06-01T03:36:00Z,13.46,51.6,0.29,0.35
2026-06-01T03:36:30Z,13.64,69.2,0.17,0.03
2026-06-01T03:37:00Z,11.98,40.0,0.25,0.33
2026-06-01T03:37:30Z,7.54,72.8,0.23,0.4
2026-06-01T03:38:00Z,13.77,40.0,0.21,0.21
2026-06-01T03:38:30Z,14.28,60.8,0.05,0.44
2026-06-01T03:39:00Z,9.83,69.3,0.38,0.49
2026-06-01T03:39:30Z,14.33,45.6,0.16,0.06
2026-06-01T03:40:00Z,11.71,40.2,0.26,0.03
2026-06-01T03:40:30Z,11.69,97.7,0.08,0.3
2026-06-01T03:41:00Z,8.59,80.1,0.13,0.49
2026-06-01T03:41:30Z,12.76,66.4,0.39,0.34
2026-06-01T03:42:00Z,10.18,50.3,0.3,0.47
2026-06-01T03:42:30Z,13.53,59.8,0.36,0.43
2026-06-01T03:43:00Z,10.92,49.2,0.17,0.33
2026-06-01T03:43:30Z,13.16,44.7,0.33,0.21
